"Vare","Vare_2","Produkter","KIWI","Meny","Obs","Rema100","Spar","Extra","week","Årstal","Dato"
"Totalsum","","",1196,1281,1240,1206,1268,1205,8,2020,"18.02.2020"
"Agurk1_stk","","Agurk",18.8,20.9,18.9,19.8,19.9,18.8,7,2020,"11.02.2020"
"Champignon1_kg__","","Sjampinjong",38.5,42.9,41.9,38.5,41.9,38.5,7,2020,"11.02.2020"
"Chili_Sauce","Heinz340 gram","",30.9,33.3,32.8,30.9,31.5,30.9,7,2020,"11.02.2020"
"Oyster_Spring_Onion120_gr","","",15.2,17.7,10.32,16.5,16.5,16,7,2020,"11.02.2020"
"Woksaus_Sweet_and_sour120_gr","","",17.9,19.4,10.8,17.9,18.5,17.9,7,2020,"11.02.2020"
"Woksaus_Teriyaki120_gram","","",15.4,17.2,10.08,17.6,17.9,16.9,7,2020,"11.02.2020"
"Skivet_Ridderost_Tine170_gr","","",34.9,36.9,37.4,35,37.5,35.9,7,2020,"11.02.2020"
"Skummet_melk_Tine1_liter","","",17.9,19,18.9,17.9,18.9,18.9,7,2020,"11.02.2020"
"Tine_Sjokomelk1_lit","","",26.9,29.9,22.9,27.9,29.7,28.9,7,2020,"11.02.2020"
"Tine_Yoghurt_Melon/pasjonsfrukt_4pk4x150gr","","",18.5,20.5,18.5,18.5,19.5,18.5,7,2020,"11.02.2020"
"Rødbetsalat","Delikat200 gram","",23.9,24.9,16.8,23.9,24.9,23.9,7,2020,"11.02.2020"
"Mills_Majones330_gr_(2_poser)","","",29.9,32.6,32.9,29.9,31.9,32.9,7,2020,"11.02.2020"
"Italiensk_salat_med_skinke180_gr","","",18.9,20.9,11.9,18.9,18.9,18.9,7,2020,"11.02.2020"
"Mills_Kaviar185_gr","","",19.9,24.3,22.9,19.9,23.9,22.9,7,2020,"11.02.2020"
"Egg_billigste_type12_stk","","",25.9,26.6,26.9,25.9,25.9,25.9,7,2020,"11.02.2020"
"Grandiosa_Hj.laget_m/kjøttdeig_1_kgmed_kjøttdeig","","",89,98,85.9,89,94.9,89.9,7,2020,"11.02.2020"
"Fiskepinner_Findus750_gram","","",49,55.1,52.9,51.9,54.9,52.9,7,2020,"11.02.2020"
"Makrell_i_tomat_6_pk6_stk","","",20,35.9,35.4,20,34.9,33,7,2020,"11.02.2020"
"Nugatti_Original500_gram","","",29.9,30.9,29.9,29.9,30.9,29.9,7,2020,"11.02.2020"
"Bringebærsyltetøy_eget_merke1000_gram","","",20.73,20.73,21.9,20.7,20.73,21.7,7,2020,"11.02.2020"
"Jordbærsyltetøy_eget_merke1000_gram","","",20.73,20.73,20.7,20.7,20.73,20.7,7,2020,"11.02.2020"
"Picnicskinke_Stabburet325_gr","","",39.9,41.2,42.3,39.9,40.9,39.9,7,2020,"11.02.2020"
"Tomatsuppe_m/makaroni119_gr","","",19.9,21.1,19.9,19.9,20.5,19.9,7,2020,"11.02.2020"
"Bergensk_Fiskesuppe_Toro81_gr","","",17.9,19.6,14.9,17.9,17.9,17.9,7,2020,"11.02.2020"
"Pannekaker_Øko._Toro540_gr_Familiepakning","","",34.9,29.9,34.9,34.9,32.9,34.9,7,2020,"11.02.2020"
"Sukkerkulør","Toro90 gram","",14.4,15.7,14.5,14.4,14.9,14.4,7,2020,"11.02.2020"
"Toro_Brownies530_gram","","",29.9,19.9,31.3,29.9,29.9,29.9,7,2020,"11.02.2020"
"Dolmio_Intens_hvitløk500_gr","","",23.9,22.9,19.9,23.9,24.9,23.9,7,2020,"11.02.2020"
"Raspeballer_Stangeland1_kilo","","",35.9,38.6,37.4,34.6,38.5,35.9,7,2020,"11.02.2020"
"Billigste_kneip1_stk","","",7.9,7.9,7.9,8.9,7.9,7.9,7,2020,"11.02.2020"
"Taco_spice_mix_3X25G","","",14.9,16,15.8,14.9,15.9,14.9,7,2020,"11.02.2020"
"Nescafé_Gull_refill100_gr","","",34.5,37.5,34.5,44.9,36.9,34.5,7,2020,"11.02.2020"
"Daim_Strøssel_Freia100_gr_","","",24.4,26.7,26,24.5,24.9,24.5,7,2020,"11.02.2020"
"Piano_vaniljesaus1_liter","","",31.9,33.9,31.9,31.9,32.9,31.9,7,2020,"11.02.2020"
"Bixit_Original300_gram","","",16.9,21.1,19.9,19.9,20.9,19.9,7,2020,"11.02.2020"
"Kaptein_kjeks200_gr","","",18.4,20.5,18.7,18.4,19.5,18.4,7,2020,"11.02.2020"
"Farris_Sitron1","5 liter","",19.9,26.7,19.9,19.9,25.9,21.4,7,2020,"11.02.2020"
"Solo_plastflaske0","5 liter","",25.9,26.9,25.9,24.9,26.9,25.9,7,2020,"11.02.2020"
"Cheez_Doodles120_gr","","",19.9,21.1,11.58,19.9,20.9,19.9,7,2020,"11.02.2020"
"OMO_Color_Refill490_ml","","",35.9,39.5,38.2,35.9,38.5,36,7,2020,"11.02.2020"
"Totalsum","","",1050,1135,1046,1071,1126,1086,7,2020,"11.02.2020"
"Agurk1_stk","","Agurk",20.9,22.9,21.9,20.9,22.9,20.9,6,2020,"04.02.2020"
"Isbergsalat1_stk","","Isbergsalat",19.8,21.9,19.9,19.9,21.9,19.8,6,2020,"04.02.2020"
"Blomkål1_stk","","Blomkål",24.9,27.9,25.9,24.9,24.9,24.9,6,2020,"04.02.2020"
"Kremost_Krydder125_gram","","",16.9,17.5,18.9,16.9,17.5,18.9,6,2020,"04.02.2020"
"Kremost_Ananas_og_Mandarin125_gram","","",16.9,16.5,18.9,16.9,16.9,18.9,6,2020,"04.02.2020"
"Gulost_Synnøve1_kg","","",99,106,74.9,100.7,105,104.9,6,2020,"04.02.2020"
"Prim_original_Tine300_gr","","",24.9,26.7,26.9,24.9,26.9,26.9,6,2020,"04.02.2020"
"Stjernebacon140_gr","","",26.9,27.5,28.79,28.8,27.9,28,6,2020,"04.02.2020"
"Favoritt_Salami","Gilde150 gram","",38.7,42.9,41.4,39.2,42.9,39.2,6,2020,"04.02.2020"
"Gilde_skinnfri_kjøttpølse450gr","","",27.9,29.9,29.25,29.3,31.9,27.9,6,2020,"04.02.2020"
"Karbonader_Gilde810_gr","","",79.9,59.9,85.41,79.9,85.9,80.46,6,2020,"04.02.2020"
"Lettrømme_Tine3_dl","","",16.9,18,18.9,16.9,18.3,18.9,6,2020,"04.02.2020"
"Helmelk_Tine1_liter","","",19.4,20.6,19.9,19.94,20.5,19.9,6,2020,"04.02.2020"
"Biola_Blåbær1_liter","","",34.9,38.1,36.6,34.9,37.5,35.9,6,2020,"04.02.2020"
"Q_frokost_Yoghurt","blåbær125 gram","",13.4,14.9,14.3,13.4,14.5,13.9,6,2020,"04.02.2020"
"Gorbys30_gram","","",16.4,18,17.2,15.9,17.5,16.4,6,2020,"04.02.2020"
"Familiens_Fiskegrateng1_kilo","","",62.9,66.7,63.9,62.9,66.9,62.9,6,2020,"04.02.2020"
"Leverpostei100_gr","","",8.9,10.8,9.9,8.9,10.9,9.9,6,2020,"04.02.2020"
"Tomatsuppe_Original91_gr","","",14.9,18.5,14.9,14.9,14.9,12.3,6,2020,"04.02.2020"
"Meksikansk_tomatsuppePose","","",21.9,23.3,21.9,21.9,21.9,21.9,6,2020,"04.02.2020"
"Kremet_BlomkålsuppePose","","",17.9,21.1,19.9,17.9,19.9,19.9,6,2020,"04.02.2020"
"Bali_kyllinggryte91_gr","","",24.9,27.2,13.8,24.9,23.9,24.9,6,2020,"04.02.2020"
"Uncle_Ben`s_Sweet_&_Sour_Original450_gr","","",25.9,27.8,25.9,25.9,26.9,25.9,6,2020,"04.02.2020"
"Uncle_Bens_Tikka_Masala450_gram","","",25.9,27.6,26.9,25.9,26.9,25.9,6,2020,"04.02.2020"
"Oboy450_gr_pose","","",26,29.6,26,26,29.9,26,6,2020,"04.02.2020"
"Jordbærgele","Freia125 gram","",14.9,14.9,17,17,14.9,17,6,2020,"04.02.2020"
"Bringebærgele","Freia125 gram","",14.9,16,17,17,15.5,17,6,2020,"04.02.2020"
"Piano_vaniljesaus1_liter","","",31.9,33.9,31.9,31.9,32.9,31.9,6,2020,"04.02.2020"
"Ballerina_kjeks_Nougat205_gr","","",23.5,25.4,23.9,23.9,24.9,23.9,6,2020,"04.02.2020"
"Bixit_Sjokolade200_gram","","",20.9,20.9,20.9,20.9,20.9,20.9,6,2020,"04.02.2020"
"Mariekjeks200_gram","","",11.4,11.9,11.5,11.4,11.5,11.4,6,2020,"04.02.2020"
"Sætre_Snackers120_gr","","",17.9,19,18.5,17.9,20.9,17.9,6,2020,"04.02.2020"
"Kvikk_lunsj47gr","","",13.4,14.2,13.9,13.9,13.9,13.9,6,2020,"04.02.2020"
"Firkløver_Freia200_gr","","",39.9,44.5,42,41.9,43.9,42,6,2020,"04.02.2020"
"Totalsum","","",916,962,919,928,974,941,6,2020,"04.02.2020"
"Kremost_Krydder125_gram","","",14.5,16.9,15.9,15.9,16.9,15.9,5,2020,"28.01.2020"
"Norvegia1_kg","","",109,79.9,109,109,115,109,5,2020,"28.01.2020"
"Revet_ost_original_Tine300gr","","",43.9,46.9,45.9,43.9,46.9,43.9,5,2020,"28.01.2020"
"Gudbrandsdalsost_skivet_Tine130_gr","","",17.9,20.9,18.2,17.9,20.9,17.9,5,2020,"28.01.2020"
"Snøfrisk125_gr","","",21.9,23.9,25.4,21.9,23.5,23.9,5,2020,"28.01.2020"
"Jubelsalami100_gr","","",32.9,34.9,33.6,32.9,35.5,32.9,5,2020,"28.01.2020"
"Stjernebacon140_gr","","",25.8,27.5,27.39,25.8,27.9,25.81,5,2020,"28.01.2020"
"Grillpølser_Gilde600_gr","","",35.9,38.1,38.1,35.9,38.9,35.9,5,2020,"28.01.2020"
"Karbonader_Gilde810_gr","","",79.9,87,84.78,79.9,85.9,79.92,5,2020,"28.01.2020"
"Biola_Blåbær1_liter","","",34.9,36.9,36.3,34.9,37.5,34.9,5,2020,"28.01.2020"
"Go_Morgen_Skogsbær195_gr","","",11.9,13,12.1,11.9,12.9,11.9,5,2020,"28.01.2020"
"Tine_Meierismør1/2_kilo","","",35.8,38.2,37.3,35.8,38.9,35.8,5,2020,"28.01.2020"
"Big_One_Classic_Pizza560_gr","","",49.9,52.9,52.9,49.9,53.9,49.9,5,2020,"28.01.2020"
"Grandiosa_Original575_gr","","",42.9,45.5,43.9,42.9,45.9,42.9,5,2020,"28.01.2020"
"Leverpostei100_gr","","",8.9,9.7,9,8.9,10.5,8.9,5,2020,"28.01.2020"
"Nugatti_Original500_gram","","",27.9,29.6,28.4,27.9,29.9,27.9,5,2020,"28.01.2020"
"Bringebærsyltetøy_Nora400_gr_hjemmelaget","","",19.9,21.7,21.1,19.9,21.5,19.9,5,2020,"28.01.2020"
"Tyttebærsyltetøy_Nora_Hj.laget400_gr__","","",33.7,36.9,35.8,33.7,36.5,33.7,5,2020,"28.01.2020"
"Bog","Gilde325 gr","",21.9,24.1,22.3,21.9,23.9,21.9,5,2020,"28.01.2020"
"Lasagne_Toro310_gr_Familiepakning","","",41.9,29.9,42.7,41.9,45.9,41.9,5,2020,"28.01.2020"
"Amerikansk_gryte188_gram","","",27.2,28.9,27.7,27.2,28.9,27.2,5,2020,"28.01.2020"
"Toro_Pizzabunn_familiepakn.370_gram","","",17.9,19.7,18.2,17.9,19.5,17.9,5,2020,"28.01.2020"
"Vafler_Toro_Fam/Pk591_gr_","","",24.9,26.9,25.9,24.9,26.9,24.9,5,2020,"28.01.2020"
"Dolmio_Classico500_gr","","",21.9,23.9,22.8,21.9,23.5,21.9,5,2020,"28.01.2020"
"Hamburgerdressing_Idun470_gr_flaske","","",22.9,24.3,23.3,22.9,24.9,22.9,5,2020,"28.01.2020"
"Soyasaus_Kikkoman150_ml","","",24.9,29.9,24.9,24.9,26.9,24.9,5,2020,"28.01.2020"
"Nescafé_Gull_refill100_gr","","",31.4,36.6,33,31.4,37.5,34.5,5,2020,"28.01.2020"
"Piano_vaniljesaus1_liter","","",29.9,31.9,29.9,29.9,32.5,29.9,5,2020,"28.01.2020"
"Smacks_Honnikorn375_gr","","",23.9,25.4,24.3,23.9,25.5,23.9,5,2020,"28.01.2020"
"Ballerina_kjeks_Nougat205_gr","","",22.5,24.5,22.9,22.5,24.5,22.5,5,2020,"28.01.2020"
"JIF_Baderom_Spray500_ml","","",32.9,34.9,34.3,32.9,34.9,32.9,5,2020,"28.01.2020"
"Laban_Seigmenn300_gr","","",33.9,36.5,34,33.9,36.5,33.9,5,2020,"28.01.2020"
"Toppris60gr","","",16.9,18.5,16.9,16.9,18.5,16.9,5,2020,"28.01.2020"
"Mandelstang_Freia43_gr","","",14.9,16.4,14.9,14.9,15.9,14.9,5,2020,"28.01.2020"
"Totalsum","","",1057,1093,1093,1059,1145,1064,5,2020,"28.01.2020"
"Agurk1_stk","","Agurk",19.9,22.9,14.9,19.9,21.9,19.9,4,2020,"21.01.2020"
"Pizzasaus","idun290 gr","",16.9,18.6,18,16.9,18.5,16.9,4,2020,"21.01.2020"
"Gulost_Synnøve1_kg","","",98.7,105,105,98.7,105,98.7,4,2020,"21.01.2020"
"Skivet_Ridderost_Tine170_gr","","",33.8,35.9,36.1,33.8,36.5,33.8,4,2020,"21.01.2020"
"Gilde_Fersk_leverpostei150_gram","","",18.9,20.9,20.2,18.9,20.5,18.9,4,2020,"21.01.2020"
"Kokt_skinke_Gilde110_gr","","",23.9,25.5,24.29,23.9,26.9,23.83,4,2020,"21.01.2020"
"Favoritt_Salami","Gilde150 gram","",38.7,43.9,29.9,38.7,43.9,38.7,4,2020,"21.01.2020"
"Kremfløte_Tine3_dl","","",17.9,18.9,17.9,17.9,19.5,17.9,4,2020,"21.01.2020"
"Lettrømme_Tine3_dl","","",16.9,17.9,16.9,16.9,17.9,16.9,4,2020,"21.01.2020"
"Lettmelk_Tine1_liter","","",17.3,18.4,17.3,17.3,18.6,17.3,4,2020,"21.01.2020"
"Tine_Sjokomelk1_lit","","",26.9,28.9,27.8,26.9,28.9,26.9,4,2020,"21.01.2020"
"Biola_Blåbær1_liter","","",34.9,24.9,36.3,34.9,36.9,34.9,4,2020,"21.01.2020"
"Mager_Cottage_Cheese_Tine400_gr_mager","","",26.9,29.5,27.4,26.9,28.9,26.9,4,2020,"21.01.2020"
"Kesam_Vanilje300_gram_vanilje","","",18.9,19.9,20.1,18.9,19.9,18.9,4,2020,"21.01.2020"
"Melange_margarin500_gram","","",21.8,24.5,24.9,21.8,27.9,23.9,4,2020,"21.01.2020"
"Big_One_Classic_Pizza560_gr","","",49.9,52.9,52.9,49.9,53.9,49.9,4,2020,"21.01.2020"
"Grandiosa_Original575_gr","","",42.9,45.5,39.9,42.9,45.9,42.9,4,2020,"21.01.2020"
"Fiskepinner_Findus750_gram","","",49,36.33,39.2,49,52.9,49,4,2020,"21.01.2020"
"Spaghetti_A_la_Capri870_gram","","",26.9,28.6,27.4,26.9,28.5,26.9,4,2020,"21.01.2020"
"Pizzafyll_Tomat_og_løk50_gr","","",17.9,19.7,18,17.9,19.5,17.9,4,2020,"21.01.2020"
"Dolmio_Classico500_gr","","",21.9,23.9,22.8,21.9,23.5,21.9,4,2020,"21.01.2020"
"Idun_Sennep490_gr","","",13.9,14.8,14.1,13.9,14.9,13.9,4,2020,"21.01.2020"
"Idun_Ketchup530_gr","","",14.9,15.8,14.9,14.9,15.9,14.9,4,2020,"21.01.2020"
"PS_sprøstekt_løk100_gr","","",12.9,14.1,13.1,12.9,13.9,12.9,4,2020,"21.01.2020"
"Nescafé_Gull_refill100_gr","","",31.4,36.6,33,31.4,37.5,31.4,4,2020,"21.01.2020"
"Piano_Sjokoladepudding1_liter","","",23.9,25.5,24.3,23.9,25.9,23.9,4,2020,"21.01.2020"
"Piano_Jordbærgele10_dl","","",25.9,27.9,25.9,25.9,27.9,25.9,4,2020,"21.01.2020"
"Havregryn_lettkokte_Axa1","1 kg","",18.9,19.9,19.2,18.9,19.9,18.9,4,2020,"21.01.2020"
"JIF_Kjøkken_Spray500_ml","","",31,33.9,32.5,31,33.9,31,4,2020,"21.01.2020"
"Melkesjokolade_Freia200_gr","","",39.9,42.5,39.9,39.9,42.9,39.9,4,2020,"21.01.2020"
"Bounty_Trio85_gr","","",13.9,15.5,14.1,13.9,15.5,13.9,4,2020,"21.01.2020"
"Daim_Dobbel_Freia56_gr","","",17.9,19.5,19.1,17.9,19.5,17.9,4,2020,"21.01.2020"
"Firkløver_Freia200_gr","","",39.9,42.5,39.9,39.9,42.9,39.9,4,2020,"21.01.2020"
"Totalsum","","",925,971,927,925,1006,927,4,2020,"21.01.2020"
"Avocado_Moden2_pk","","",34.5,37.9,41.9,34.5,29.9,39.9,3,2020,"14.01.2020"
"Champignon1_kg__","","Sjampinjong",38.5,49.9,46.9,38.5,41.9,44.9,3,2020,"14.01.2020"
"Isbergsalat1_stk","","Isbergsalat",18.8,20.9,18.9,18.8,24.9,18.9,3,2020,"14.01.2020"
"Kinakålstk","","Kinakål",24.5,31.9,24.9,24.5,26.9,24.8,3,2020,"14.01.2020"
"Blomkål1_stk","","Blomkål",14.8,24.9,23.9,14.8,16.9,22.9,3,2020,"14.01.2020"
"Gudbrandsdalsost_skivet_Tine130_gr","","",17.9,20.9,18.9,18,20.9,18.9,3,2020,"14.01.2020"
"Kokt_skinke_Gilde110_gr","","",23.9,25.5,24.66,23.9,26.9,24.66,3,2020,"14.01.2020"
"Gilde_Håndlaget_Sylte100_gram","","",26.9,29.5,19.9,26.9,28.9,26.9,3,2020,"14.01.2020"
"Bacon_med_svor","eget merke400 gram","",49.7,49.7,50.67,49.9,49.9,49.87,3,2020,"14.01.2020"
"Favoritt_Salami","Gilde150 gram","",38.7,43.9,29.9,38.8,43.9,38.8,3,2020,"14.01.2020"
"Grillpølser_Gilde600_gr","","",35.9,38.1,37.9,35.9,38.9,37.9,3,2020,"14.01.2020"
"Fjordland_Kylling_Sweet_&_sour460_gr","","",44.9,49.4,44.9,44.9,48.9,44.9,3,2020,"14.01.2020"
"Fjordland_Pasta_med_ost_og_skinkesaus350_gr","","",41.7,45.9,42.3,41.7,44.9,41.8,3,2020,"14.01.2020"
"Helmelk_Tine1_liter","","",18.9,19.9,19.2,18.9,19.9,19.2,3,2020,"14.01.2020"
"Biola_Rødbet","Eple og Lime10 dl","",32.3,24.9,34.6,32.3,33.9,32.3,3,2020,"14.01.2020"
"Tine_Yoghurt_Jordbær_4pk4x150gr","","",17.9,19.5,18.9,17.9,19.5,18.9,3,2020,"14.01.2020"
"Go_Morgen_Vanilje_m/nøttemix195_gr","","",11.9,13.1,14.9,11.9,12.9,14.9,3,2020,"14.01.2020"
"Go_Morgen_Skogsbær195_gr","","",11.9,13,14.9,11.9,12.9,14.9,3,2020,"14.01.2020"
"Skyr_luftig_bringebær130_gram","","",14.8,16.9,15.9,14.8,15.9,15.9,3,2020,"14.01.2020"
"Tine_Meierismør1/2_kilo","","",35.8,38.2,35.9,35.9,38.9,35.9,3,2020,"14.01.2020"
"Familiens_Fiskegrateng1_kilo","","",59.8,63.9,37.74,59.8,40.14,61.8,3,2020,"14.01.2020"
"Stabbur-Makrell","grovhakket110 gram","",15,18.5,14.9,16.9,14.9,16.9,3,2020,"14.01.2020"
"Picnicskinke_Stabburet325_gr","","",35.9,39.5,37.4,35.9,39.9,35.9,3,2020,"14.01.2020"
"Surkål_Nora450_gram","","",14.9,16.5,14.9,14.9,15.9,14.9,3,2020,"14.01.2020"
"Betasuppe_Toro112_gr","","",22.6,24.8,19.9,22.7,24.9,22.9,3,2020,"14.01.2020"
"Bergensk_Fiskesuppe_Toro81_gr","","",14.9,15.9,14.9,14.9,15.9,14.9,3,2020,"14.01.2020"
"Freia_vaniljesukker_175_gr175_gram","","",18.9,20.8,19.3,18.9,20.5,18.9,3,2020,"14.01.2020"
"Bernaisesaus_Toro4_pakning","","",27.7,29.5,29.4,27.7,28.9,27.7,3,2020,"14.01.2020"
"Brun_saus_med_løk","Toro47 gram","",10.9,11.6,11.1,10.9,11.9,10.9,3,2020,"14.01.2020"
"Bretagne_kylling_saus27_gram","","",12.9,13.9,10,12.9,13.9,12.9,3,2020,"14.01.2020"
"Ertestuing_5_minutter_Toro164_gr","","",20.9,22.9,21.9,20.9,22.5,20.9,3,2020,"14.01.2020"
"Rømmedressing","Idun470 gram","",22.9,25.2,23.4,22.9,24.9,22.9,3,2020,"14.01.2020"
"PS_sprøstekt_løk100_gr","","",12.9,14.1,13.2,12.9,13.9,12.9,3,2020,"14.01.2020"
"Jordbærgele","Freia125 gram","",11.9,12.9,12.1,11.9,12.9,11.9,3,2020,"14.01.2020"
"Bringebærgele","Freia125 gram","",13.9,15.3,14.2,13.9,14.9,13.9,3,2020,"14.01.2020"
"Karamellsaus","Freia360 gram","",23.9,26.3,24.4,23.9,25.9,23.9,3,2020,"14.01.2020"
"Daim_Strøssel_Freia100_gr_","","",23.2,25.5,25,23.2,24.9,23.2,3,2020,"14.01.2020"
"Ballerina_kjeks_Nougat205_gr","","",22.5,24.5,23.1,22.5,24.5,22.9,3,2020,"14.01.2020"
"Bixit_Original300_gram","","",16.9,18.5,17.5,16.9,18.5,16.9,3,2020,"14.01.2020"
"Dobbeldusch_Sport250_ml","","",19.9,21.1,20.9,19.9,21.5,19.9,3,2020,"14.01.2020"
"Lambi_tørkerull4_pk","","",39.9,43.9,42.3,39.9,43.9,39.9,3,2020,"14.01.2020"
"Barberskum_Regular200_ml","","",16.6,17.9,20.9,16.6,17.9,19.9,3,2020,"14.01.2020"
"Laban_Seigmenn300_gr","","",33.9,36.5,34.9,33.9,36.9,34.9,3,2020,"14.01.2020"
"Totalsum","","",1067,1173,1083,1069,1128,1109,3,2020,"14.01.2020"
"Agurk1_stk","","Agurk",18.8,22.9,20.9,18.8,21.9,19.9,2,2020,"07.01.2020"
"Isbergsalat1_stk","","Isbergsalat",17.8,19.9,19.5,17.8,18.9,18.9,2,2020,"07.01.2020"
"Purreløkkg","","Purre",34.5,42.9,35.9,34.5,36.9,34.8,2,2020,"07.01.2020"
"Kremost_Pepper125_gram","","",13.9,14.8,14.3,15.9,15.9,15.9,2,2020,"07.01.2020"
"FløtemysostSkivet","","",17.9,20.5,19.3,18.9,20.5,18.9,2,2020,"07.01.2020"
"Revet_ost_original_Tine300gr","","",43.9,45.7,43.9,43.9,46.9,45.9,2,2020,"07.01.2020"
"Smøreost_Skinke_tube175_gr","","",28.9,29.9,29.5,28.9,29.9,28.9,2,2020,"07.01.2020"
"Snøfrisk125_gr","","",21.9,23.9,22.3,23.9,23.5,23.9,2,2020,"07.01.2020"
"Kyllingfilet1_kg","","",92.64,122.86,93.14,92.65,92.79,94.93,2,2020,"07.01.2020"
"Iskaffe_a_la_Cappuccino330_ml","","",16.9,18.5,17.9,16.9,18.5,17.9,2,2020,"07.01.2020"
"Lettrømme_Tine3_dl","","",14.9,15.9,15.9,14.9,15.9,16.9,2,2020,"07.01.2020"
"Helmelk_Tine1_liter","","",18.9,19.9,19.2,18.9,19.9,19.2,2,2020,"07.01.2020"
"Rislunsj_m/jordbær150_gr","","",9.9,10.9,12.9,9.9,11.9,10.9,2,2020,"07.01.2020"
"Mills_Majones330_gr_(2_poser)","","",24.2,26.9,31.1,24.2,27.5,25.9,2,2020,"07.01.2020"
"Mills_Kaviar185_gr","","",18.9,19.9,18.9,18.9,19.9,19.9,2,2020,"07.01.2020"
"Laks4_pakning_pris_per_500_gr","","",47.4,47.4,48.3,47.4,47.5,47.4,2,2020,"07.01.2020"
"Leverpostei_6_stk6x22gr","","",24.7,27.5,27.4,24.7,24.9,24.7,2,2020,"07.01.2020"
"Tomatpurre_Staveland180_gr","","",8.9,8.9,9.1,8.9,9.9,8.9,2,2020,"07.01.2020"
"Amerikansk_gryte188_gram","","",19,28.9,27.7,19,28.9,19.04,2,2020,"07.01.2020"
"Tomatsuppe_m/makaroni119_gr","","",13.2,20.1,19.3,13.2,19.9,13.23,2,2020,"07.01.2020"
"Meksikansk_Gryte_Toro190_gr","","",16.7,25.4,24.4,16.7,25.9,16.73,2,2020,"07.01.2020"
"Bakepulver_Freia250_gram","","",17.9,19.5,18.3,17.9,19.5,18.3,2,2020,"07.01.2020"
"Vafler_Toro_Fam/Pk591_gr_","","",24.9,27,25.4,24.9,26.9,24.9,2,2020,"07.01.2020"
"Maizena_maisstivelse400_gr","","",22,24.5,23.8,22,23.9,22.5,2,2020,"07.01.2020"
"Brun_saus_uten_løk","Toro44 gram","",7.6,10,10,7.6,11.9,7.63,2,2020,"07.01.2020"
"Potetmos_MillsVanlig","","",9,9.8,9,9,9.9,9,2,2020,"07.01.2020"
"Mr_Lee_Nudler_Kjøttsmak85_gram","","",9.9,10.9,10.9,9.9,10.9,9.9,2,2020,"07.01.2020"
"Mr_Lee_Nudler_Kyllingstk","","",9.9,10.9,10.5,9.9,10.9,9.9,2,2020,"07.01.2020"
"Uncle_Bens_Tikka_Masala450_gram","","",23.9,26.3,24.4,23.9,25.9,23.9,2,2020,"07.01.2020"
"Tacosaus_medium","OLP230 gr","",14.9,16.4,15.2,14.9,16.5,14.9,2,2020,"07.01.2020"
"Taco_spice_mix_3X25G","","",13.9,15.3,14.2,13.9,14.9,13.9,2,2020,"07.01.2020"
"JIF_Skurekrem500_ml","","",17.9,19,21.9,17.9,19.5,21.9,2,2020,"07.01.2020"
"OMO_Color_Refill490_ml","","",34.9,38.4,35.6,34.9,36.9,34.9,2,2020,"07.01.2020"
"Smågodt1_hg","","",14.9,17.9,15,14.9,16.9,15,2,2020,"07.01.2020"
"Lion_King_sjokolade60_gram","","",14.9,10.5,15.2,14.9,15.5,14.9,2,2020,"07.01.2020"
"Totalsum","","",760,870,820,765,838,784,2,2020,"07.01.2020"
"Agurk1_stk","","Agurk",16.8,21.9,14.9,16.8,19.9,14.8,52,2019,"24.12.2019"
"Champignon1_kg__","","Sjampinjong",39.9,44.9,45.9,39.8,41.9,44.9,52,2019,"24.12.2019"
"Isbergsalat1_stk","","Isbergsalat",17.8,19.9,19.5,16.8,24.9,18.9,52,2019,"24.12.2019"
"Gudbrandsdalsost_Tine500_gr","","",46.9,49.7,49.9,46.9,49.9,47.9,52,2019,"24.12.2019"
"Smøreost_Bacon_tube175_gr","","",25.9,26.1,26.4,25.9,26.9,25.9,52,2019,"24.12.2019"
"Smøreost_Skinke_tube175_gr","","",28.9,28.9,29.5,27.9,29.9,28.9,52,2019,"24.12.2019"
"Philadelphia_light200gr","","",27.9,29.6,28.5,27.9,29.9,27.9,52,2019,"24.12.2019"
"Favoritt_Salami","Gilde150 gram","",38.7,43.9,41.5,38.8,43.9,38.8,52,2019,"24.12.2019"
"Grillpølser_Gilde600_gr","","",35.9,38.1,37.9,35.9,37.9,37.9,52,2019,"24.12.2019"
"Kjøttdeig_billigste_type400_gr","","",46.9,46.9,47.8,46.9,46.9,46.9,52,2019,"24.12.2019"
"Fjordland_Kylling_Sweet_&_sour460_gr","","",44.9,49.4,44.9,44.9,48.9,44.9,52,2019,"24.12.2019"
"Kremfløte_Tine3_dl","","",12.7,15.9,17.9,12.7,11.7,15.9,52,2019,"24.12.2019"
"Lettmelk_Tine1_liter","","",17.3,18.4,17.7,17.3,18.6,17.7,52,2019,"24.12.2019"
"Biola_Blåbær1_liter","","",34.5,36.9,35.6,34.9,35.9,34.9,52,2019,"24.12.2019"
"Skyr_luftig_bringebær130_gram","","",14.9,17.5,15.9,15.9,16.9,15.9,52,2019,"24.12.2019"
"Tine_Meierismør1/2_kilo","","",31.9,34.9,35.9,31.9,36.9,33.9,52,2019,"24.12.2019"
"Mills_Kaviar185_gr","","",18.9,20,18.9,18.9,19.9,18.8,52,2019,"24.12.2019"
"Grandiosa_Hj.laget_m/kjøttdeig_1_kgmed_kjøttdeig","","",83.9,91,85.9,83.9,89.9,85.9,52,2019,"24.12.2019"
