"Vare","Vare_2","Produkter","KIWI","Meny","Obs","Rema100","Spar","Extra","week","Årstal","Dato"
"Piano_Sjokoladepudding1_liter","","",16.1,17.9,16.5,16.2,17.9,16.2,41,2019,"08.10.2019"
"Bringebærgele","Freia125 gram","",13.3,10,13.6,13.4,14.9,13.4,41,2019,"08.10.2019"
"Sitrongele125_gram","","",12.4,10,12.7,12.5,13.5,12.5,41,2019,"08.10.2019"
"Nora_Sviskekompott455_gram","","",18.4,20.5,18.7,18.4,19.9,18.4,41,2019,"08.10.2019"
"Piano_vaniljesaus1_liter","","",26.4,28.9,26.9,26.4,28.9,26.4,41,2019,"08.10.2019"
"Pepsi_Max1","5 liter","",29,35,29,29,38.5,29,41,2019,"08.10.2019"
"Pringles_Original200_gr","","",25.6,28.9,27.3,25.6,29.5,25.6,41,2019,"08.10.2019"
"JIF_Skurekrem500_ml","","",17.1,18.9,17.4,17.2,18.9,17.2,41,2019,"08.10.2019"
"OMO_Color_Refill490_ml","","",27,33.5,27.5,27,31.9,27,41,2019,"08.10.2019"
"Smågodt1_hg","","",14.9,16.5,14.9,14.9,16.9,14.9,41,2019,"08.10.2019"
"Smash200_gr","","",29.5,37.5,30.3,29.5,37.9,29.5,41,2019,"08.10.2019"
"Melkerull_Freia74_gr","","",9.6,15.8,10,9.6,15.9,9.6,41,2019,"08.10.2019"
"Smil_Sjokolade78_gram","","",9.3,10.5,9.4,9.3,10.9,9.3,41,2019,"08.10.2019"
"Troika66_gr","","",10,11.4,10.2,10,11.9,10,41,2019,"08.10.2019"
"Hobby48_gram","","",15.8,17.5,16.2,15.9,17.5,15.9,41,2019,"08.10.2019"
"Totalsum","","",848,922,877,849,926,852,41,2019,"08.10.2019"
"Blomkål1_stk","","Blomkål",19.8,21.8,19.9,19.8,21.9,19.8,40,2019,"01.10.2019"
"Kålrotkg","","Kålrot",18.8,24.9,9.9,18.8,19.9,18.8,40,2019,"01.10.2019"
"Kremost_Ananas_og_Mandarin125_gram","","",14.4,15.9,14.8,14.5,15.9,14.6,40,2019,"01.10.2019"
"Gudbrandsdalsost_Tine500_gr","","",46.7,49.9,49.2,46.8,50.9,46.9,40,2019,"01.10.2019"
"Smøreost_Skinke_tube175_gr","","",26.9,28.9,27.6,27,32.5,27.1,40,2019,"01.10.2019"
"Dansk_Salami","eget merke150 gram","",13.68,13.45,13.58,13.5,13.74,13.56,40,2019,"01.10.2019"
"Gilde_Håndlaget_Sylte100_gram","","",28,31.5,28.6,28.1,30.9,28.1,40,2019,"01.10.2019"
"Torsk_m_purresaus","gulrøtter550vgram","",59,49.9,60.3,59.1,64.9,59.2,40,2019,"01.10.2019"
"Fjordland_Pasta_med_ost_og_skinkesaus350_gr","","",42.3,47.9,43.3,42.4,45.9,42.5,40,2019,"01.10.2019"
"Fjordland_risgrøt970_gr","","",22.5,32.9,23.8,22.6,32.9,22.7,40,2019,"01.10.2019"
"Matfløte_20%3_dl","","",16.8,17.9,17.8,16.9,20.2,17,40,2019,"01.10.2019"
"Lettrømme_Tine3_dl","","",12.8,13.5,13,12.8,15.9,12.8,40,2019,"01.10.2019"
"Helmelk_Tine1_liter","","",18.9,19.8,18.9,18.9,19.9,18.9,40,2019,"01.10.2019"
"Kesam_Vanilje300_gram_vanilje","","",15.7,16.9,17,15.8,16.9,15.9,40,2019,"01.10.2019"
"Ekte_Remulade","Mills165 gram","",18.3,19.9,18.7,18.5,19.9,18.4,40,2019,"01.10.2019"
"Egg_billigste_type12_stk","","",26,26.6,26.2,24.5,26.9,26.2,40,2019,"01.10.2019"
"Big_One_Classic_Pizza560_gr","","",47.4,50.7,48.5,47.5,51.9,47.6,40,2019,"01.10.2019"
"Grandiosa_Pizzarull_ost&sk.155_gram","","",21.5,23.5,22.9,21.6,23.5,22,40,2019,"01.10.2019"
"Stabbur-Makrell","grovhakket110 gram","",15.9,16.9,16.6,15.9,16.9,15.9,40,2019,"01.10.2019"
"Bringebærsyltetøy_Nora400_gr_hjemmelaget","","",17.2,18.9,18.6,17.3,18.9,17.4,40,2019,"01.10.2019"
"Tyttebærsyltetøy_Nora_Hj.laget400_gr__","","",33.8,36.9,36.3,33.9,36.5,34,40,2019,"01.10.2019"
"Lofoten_Fiskesuppe69_gram","","",16.4,17.9,17.7,16.5,17.9,16.6,40,2019,"01.10.2019"
"Bali_kyllinggryte91_gr","","",16.1,17.5,16.7,16.2,17.5,16.3,40,2019,"01.10.2019"
"Bernaisesaus_Toro4_pakning","","",29.1,30.9,30.7,29.2,31.9,29.3,40,2019,"01.10.2019"
"Bretagne_kylling_saus27_gram","","",10.6,11.9,11,10.7,11.9,10.8,40,2019,"01.10.2019"
"Eggnudler_eget_merke250_gr","","",10.5,11.5,11.3,12,11.5,10.6,40,2019,"01.10.2019"
"Hamburgerdressing_Idun470_gr_flaske","","",16.3,17.4,16.7,16.4,17.9,16.4,40,2019,"01.10.2019"
"Soyasaus_Kikkoman150_ml","","",17.8,19.4,18.9,17.9,19.5,18,40,2019,"01.10.2019"
"Sitrongele125_gram","","",12.5,13.9,12.8,12.6,13.5,12.6,40,2019,"01.10.2019"
"Smacks_Honnikorn375_gr","","",21.6,23.9,22.2,21.7,23.9,21.8,40,2019,"01.10.2019"
"Havregryn_lettkokte_Axa1","1 kg","",16.4,17.9,17.1,16.5,17.9,16.6,40,2019,"01.10.2019"
"Ballerina_kjeks_Nougat205_gr","","",23.6,25.9,24.1,23.7,25.9,23.7,40,2019,"01.10.2019"
"Bixit_Sjokolade200_gram","","",15.7,17.9,10.56,15.8,16.9,15.9,40,2019,"01.10.2019"
"Maarud_Tortilla","ost185 gram","",22.2,23.9,22.8,22.3,23.9,22.4,40,2019,"01.10.2019"
"Håndsåpe_Lano_Refill300_ml","","",5.9,10.9,6.2,5.9,9.9,5.9,40,2019,"01.10.2019"
"JIF_Skurekrem500_ml","","",17.2,18.9,17.7,17.3,18.9,17.4,40,2019,"01.10.2019"
"Smågodt1_hg","","",14.9,17.9,14.9,14.9,16.9,14.9,40,2019,"01.10.2019"
"FOX_Sitronkaramell2_biter","","",1,4.5,1.1,1.1,4.5,1,40,2019,"01.10.2019"
"Laban_Seigmenn300_gr","","",29.6,32.5,30.3,29.7,32.9,29.8,40,2019,"01.10.2019"
"Krokanrull71_gr","","",9.6,17.9,10.2,9.6,17.9,9.6,40,2019,"01.10.2019"
"Totalsum","","",843,931,858,846,948,849,40,2019,"01.10.2019"
"Champignon1_kg__","","Sjampinjong",39.9,43.9,41.9,39.9,41.9,39.9,39,2019,"24.09.2019"
"Isbergsalat1_stk","","Isbergsalat",19.9,22.9,19.9,19.9,16.9,19.9,39,2019,"24.09.2019"
"Blomkål1_stk","","Blomkål",19.9,21.9,20.9,19.9,21.9,19.9,39,2019,"24.09.2019"
"Revet_ost_original_Tine300gr","","",32,34.9,33.7,32.1,36.9,32.1,39,2019,"24.09.2019"
"Gudbrandsdalsost_skivet_Tine130_gr","","",16.7,18.9,17.4,16.8,18.9,16.8,39,2019,"24.09.2019"
"Jubelsalami100_gr","","",30,32.9,32.2,30.1,33.9,30.1,39,2019,"24.09.2019"
"Grillpølser_Gilde600_gr","","",27.9,33.5,29.9,28,33.9,28,39,2019,"24.09.2019"
"Kjøttdeig_billigste_type400_gr","","",45.7,45.7,45.9,45.7,45.9,45.7,39,2019,"24.09.2019"
"Kyllingfilet1_kg","","",93.29,120.71,93.36,93.35,93.5,93.36,39,2019,"24.09.2019"
"Lettrømme_Tine3_dl","","",12.8,13.5,13,12.8,15.9,12.8,39,2019,"24.09.2019"
"Helmelk_Tine1_liter","","",18.9,19.8,18.9,18.9,19.9,18.9,39,2019,"24.09.2019"
"Tine_Sjokomelk1_lit","","",16.9,18.9,17.3,17,19.9,17,39,2019,"24.09.2019"
"Tine_Meierismør1/2_kilo","","",30.4,34.9,32,30.5,37.9,30.5,39,2019,"24.09.2019"
"Grandiosa_Original575_gr","","",41,43.7,42.3,41.1,44.9,41.1,39,2019,"24.09.2019"
"Makrell_i_tomatStabburet","","",13.2,14.2,13.9,13.3,14.9,13.3,39,2019,"24.09.2019"
"Nugatti_Original500_gram","","",21.4,22.9,21.9,21.5,23.5,21.5,39,2019,"24.09.2019"
"Bringebærsyltetøy_Nora400_gr_hjemmelaget","","",17.5,19.4,18.8,17.6,18.9,17.6,39,2019,"24.09.2019"
"Picnicskinke_Stabburet325_gr","","",35.7,39.9,38.3,35.8,41.9,35.8,39,2019,"24.09.2019"
"Bog","Gilde325 gr","",21.4,23.5,21.9,21.5,23.5,21.5,39,2019,"24.09.2019"
"Amerikansk_gryte188_gram","","",14.5,15.7,14.8,14.6,15.9,14.6,39,2019,"24.09.2019"
"Tomatsuppe_Original91_gr","","",12.6,13.9,13.5,12.7,8.94,12.7,39,2019,"24.09.2019"
"Bergensk_Fiskesuppe_Toro81_gr","","",11.4,12.9,12.3,11.5,11.34,11.5,39,2019,"24.09.2019"
"Kremet_BlomkålsuppePose","","",15.4,16.7,16.5,15.5,10.74,15.5,39,2019,"24.09.2019"
"Fløtesaus_Toro50_gram","","",14.5,16.5,14.8,14.6,16.5,14.6,39,2019,"24.09.2019"
"Dolmio_Classico500_gr","","",17.1,18.9,18,17.2,18.9,17.2,39,2019,"24.09.2019"
"Tacosaus_medium","OLP230 gr","",9,12.9,16.9,9.1,14.5,9.1,39,2019,"24.09.2019"
"Nescafé_Gull_refill100_gr","","",34.5,38.9,37.5,34.6,37.9,34.6,39,2019,"24.09.2019"
"Smacks_Honnikorn375_gr","","",21.8,23.9,22.3,21.9,23.9,21.9,39,2019,"24.09.2019"
"Quaker_Cruesli_Solfrokost500_gram","","",30.2,34.5,32.4,30.3,32.9,30.3,39,2019,"24.09.2019"
"Krystal_Original750_ml","","",19.1,21.5,19.5,19.2,20.9,19.2,39,2019,"24.09.2019"
"JIF_Baderom_Spray500_ml","","",29.7,32.5,31.2,29.8,32.5,29.8,39,2019,"24.09.2019"
"Melkesjokolade_Freia200_gr","","",29.4,29.9,37,29.5,41.9,29.5,39,2019,"24.09.2019"
"Daim_Dobbel_Freia56_gr","","",9.5,16.9,17.3,9.6,16.9,9.6,39,2019,"24.09.2019"
"Totalsum","","",823,932,877,826,909,826,39,2019,"24.09.2019"
"Agurk1_stk","","Agurk",18.5,21.8,18.9,18.5,21.9,18.8,38,2019,"17.09.2019"
"Champignon1_kg__","","Sjampinjong",36.8,40.5,38.9,32.8,41.9,36.8,38,2019,"17.09.2019"
"Blomkål1_stk","","Blomkål",19.8,21.8,19.9,19.8,21.9,19.8,38,2019,"17.09.2019"
"Sennep_Maille_Dijon380_gram","","",13.6,15.5,14.5,13.7,14.9,13.8,38,2019,"17.09.2019"
"Gilde_original_ovnsbakt_leverpostei190_gr","","",20.2,22.9,20.7,20.2,19.9,20.3,38,2019,"17.09.2019"
"Grillpølser_Gilde600_gr","","",28,33.5,30.2,28,33.9,28.3,38,2019,"17.09.2019"
"Lettmelk_Tine1_liter","","",17.3,18.4,17.3,17.3,18.7,17.3,38,2019,"17.09.2019"
"Kesam_Vanilje300_gram_vanilje","","",16,11.83,17.3,16.1,17.5,16.2,38,2019,"17.09.2019"
"Leverpostei100_gr","","",5.8,6.6,6.1,5.9,9.9,5.9,38,2019,"17.09.2019"
"Mills_Peanøttsmør350_gram","","",32.2,35.9,34.7,32.3,34.9,32.4,38,2019,"17.09.2019"
"Bringebærsyltetøy_eget_merke1000_gram","","",18.44,18.54,18.5,18.6,18.65,18.5,38,2019,"17.09.2019"
"Tomatpurre_Staveland180_gr","","",8.3,9.5,9,8.4,9.5,8.5,38,2019,"17.09.2019"
"Spaghetti_A_la_Capri870_gram","","",21.5,23.2,22.2,21.6,23.9,21.7,38,2019,"17.09.2019"
"Hvit_saus","Toro38 gram","",11.3,12.5,11.9,11.4,12.5,11.6,38,2019,"17.09.2019"
"Brun_saus_uten_løk","Toro44 gram","",11,12.5,11.6,11.1,12.5,11.3,38,2019,"17.09.2019"
"Dolmio_Intens_hvitløk500_gr","","",24.1,26.9,26,24.2,26.5,24.3,38,2019,"17.09.2019"
"Idun_Sennep490_gr","","",13,13.9,13.3,13,13.9,13,38,2019,"17.09.2019"
"Idun_Ketchup530_gr","","",11.6,12.6,12,11.7,13.9,11.7,38,2019,"17.09.2019"
"Soyasaus_Kikkoman150_ml","","",18.1,19.9,19.2,18.2,19.9,18.2,38,2019,"17.09.2019"
"Taco_spice_mix_3X25G","","",11.1,14.9,12,11.2,15.9,11.2,38,2019,"17.09.2019"
"Lipton_Te_Yellow25_poser","","",24.3,26.9,25,24.4,26.9,24.6,38,2019,"17.09.2019"
"Wasa_Rugsprø200gr","","",3.3,5.5,3.6,3.4,5.5,3.4,38,2019,"17.09.2019"
"Bixit_Original300_gram","","",15.9,17.9,17.5,15.9,17.9,16,38,2019,"17.09.2019"
"Mariekjeks200_gram","","",10.4,12.5,10.9,10.5,11.5,10.7,38,2019,"17.09.2019"
"Coca_Cola1","5 liter","",31.7,34.9,31.9,31.7,38.9,31.9,38,2019,"17.09.2019"
"Dobbeldusch_Sport250_ml","","",17.2,19,17.7,17.3,18.9,17.4,38,2019,"17.09.2019"
"Whiskas_Sticks_Laks1_stk","","",10,11.5,6.3,10,11.9,10,38,2019,"17.09.2019"
"JIF_Baderom_Spray500_ml","","",29.8,32.5,31.6,29.9,32.9,30.1,38,2019,"17.09.2019"
"JIF_Kjøkken_Spray500_ml","","",31.6,37.1,33.4,31.7,34.5,31.8,38,2019,"17.09.2019"
"Omo_Color1","17 kg","",44.4,48.5,45.5,44.5,48.9,44.6,38,2019,"17.09.2019"
"WC_Duck_Blått1_stk","","",11.2,12.5,11.7,11.3,12.5,11.3,38,2019,"17.09.2019"
"Møllers_Tran500_ml_Naturell","","",107.5,116,113,107.5,115,107.7,38,2019,"17.09.2019"
"Barberskum_Regular200_ml","","",17.1,19.6,18.6,17.1,18.9,17.3,38,2019,"17.09.2019"
"Avløpsåpner_Pulver_Plumbo600_gr","","",57.2,66.9,61.5,57.3,62.9,57.5,38,2019,"17.09.2019"
"Bounty_Trio85_gr","","",9.5,11.9,9.9,9.5,12.9,9.6,38,2019,"17.09.2019"
"Lion_King_sjokolade60_gram","","",9.9,12.5,10.3,9.9,12.5,9.9,38,2019,"17.09.2019"
"Smash200_gr","","",35.2,38.5,37.6,35.2,38.9,35.3,38,2019,"17.09.2019"
"Melkehjerter_Freia130_gr","","",41.9,45.9,42.7,41.9,45.9,41.9,38,2019,"17.09.2019"
"Pepe_Lakris_Big32_gram","","",12.1,13.9,13.2,12.2,13.5,12.2,38,2019,"17.09.2019"
"Totalsum","","",877,977,916,875,983,883,38,2019,"17.09.2019"
"Agurk1_stk","","Agurk",15.8,21.9,20.9,15.8,22.9,15.9,37,2019,"10.09.2019"
"Isbergsalat1_stk","","Isbergsalat",19.9,21.9,19.9,19.9,16.9,19.9,37,2019,"10.09.2019"
"Blomkål1_stk","","Blomkål",19.9,21.9,14.9,19.9,21.9,19.9,37,2019,"10.09.2019"
"Purreløkkg","","Purre",44.9,49.9,45.9,44.9,19.9,44.9,37,2019,"10.09.2019"
"Kremost_Krydder125_gram","","",14.2,14.9,14.5,14.3,15.5,14.3,37,2019,"10.09.2019"
"Kremost_Naturell125_gram","","",12.8,14.9,14,12.9,14.5,13.1,37,2019,"10.09.2019"
"Norvegia1_kg","","",109,74.9,112,109,115,109,37,2019,"10.09.2019"
"Smøreost_Bacon_tube175_gr","","",22.2,23.9,22.7,22.3,24.9,22.6,37,2019,"10.09.2019"
"Kalkunfilet_Naturell100_gram","","",26.8,30.9,28.7,26.9,26.9,26.4,37,2019,"10.09.2019"
"Stjernebacon140_gr","","",19.2,23.5,20.65,19.3,23.5,19.34,37,2019,"10.09.2019"
"Tine_Yoghurt_Melon/pasjonsfrukt_4pk4x150gr","","",17.5,18.9,14.47,17.6,19.5,18.8,37,2019,"10.09.2019"
"Go_Morgen_Vanilje_m/nøttemix195_gr","","",8.2,13.9,9.82,10,13.9,8.3,37,2019,"10.09.2019"
"Go_Morgen_Skogsbær195_gr","","",7.9,14.9,9.82,10,13.9,8,37,2019,"10.09.2019"
"Grandiosa_Original575_gr","","",41.4,43.9,42.5,41.5,44.9,41.5,37,2019,"10.09.2019"
"Familiens_Fiskegrateng1_kilo","","",62.1,65.9,63.4,62.2,67.9,62.2,37,2019,"10.09.2019"
"Makrell_i_tomatStabburet","","",13.5,14.4,14.2,13.6,14.9,13.6,37,2019,"10.09.2019"
"Picnicskinke_Stabburet325_gr","","",36.9,39.9,39.5,37,41.9,37,37,2019,"10.09.2019"
"Trondhjems_brun_lapskaus800","","",39.7,43.9,41.4,39.8,43.9,39.8,37,2019,"10.09.2019"
"Meksikansk_tomatsuppePose","","",19,20.2,12.84,19.1,21.5,19.1,37,2019,"10.09.2019"
"Bali_kyllinggryte91_gr","","",16.7,18.3,10.86,16.8,19.5,16.8,37,2019,"10.09.2019"
"Hollandaisesaus26_gram","","",17.3,18.9,10.62,17.4,18.9,17.4,37,2019,"10.09.2019"
"Dolmio_Classico500_gr","","",17.5,19.2,18.4,17.6,19.5,17.6,37,2019,"10.09.2019"
"Piano_Sjokoladepudding1_liter","","",16.8,18.9,17.2,16.9,18.9,16.9,37,2019,"10.09.2019"
"Piano_vaniljesaus1_liter","","",26.9,29.9,27.5,27,29.9,27,37,2019,"10.09.2019"
"Sætre_Snackers120_gr","","",17.1,19.5,18.4,17.2,18.9,17.2,37,2019,"10.09.2019"
"Potetgull_Maarud_Salt240_gr_Salt","","",21.3,24.9,22.4,21.4,24.9,21.4,37,2019,"10.09.2019"
"JIF_Kjøkken_Spray500_ml","","",31.9,37.1,33.7,32,35.5,32.1,37,2019,"10.09.2019"
"Omo_Color1","17 kg","",44.7,48.5,45.6,45,48.9,45,37,2019,"10.09.2019"
"Lano_Håndsåpe300ml","","",14.3,15.5,15.1,14.4,15.5,14.4,37,2019,"10.09.2019"
"Laban_Seigmenn300_gr","","",30.2,33.5,30.9,30.3,33.5,30.3,37,2019,"10.09.2019"
"Peanøttkubbe60gr","","",9.8,13.5,15.8,9.9,13.5,9.9,37,2019,"10.09.2019"
"Freia_Dronningsjokolade100gr","","",19.4,21.9,20.4,19.5,22.5,19.5,37,2019,"10.09.2019"
"Firkløver_Freia200_gr","","",37.9,41.9,38,38,41.9,38,37,2019,"10.09.2019"
"Totalsum","","",873,936,887,879,946,877,37,2019,"10.09.2019"
"Bananer1_kg_løsvekt","","Banan",24.5,27.9,17.9,24.6,24.9,24.5,36,2019,"03.09.2019"
"Agurk1_stk","","Agurk",18.8,20.7,18.9,18.8,19.9,18.8,36,2019,"03.09.2019"
"Champignon1_kg__","","Sjampinjong",36.8,40.5,41.9,36.8,29,36.8,36,2019,"03.09.2019"
"Isbergsalat1_stk","","Isbergsalat",18.8,19.9,18.9,18.9,19.9,18.8,36,2019,"03.09.2019"
"Brokkoli1_stk","","Brokkoli",19.8,21.8,16.9,19.8,22.9,19.8,36,2019,"03.09.2019"
"Gudbrandsdalsost_skivet_Tine130_gr","","",17.1,20.7,17.8,17.1,19.9,17.5,36,2019,"03.09.2019"
"Prim_original_Tine300_gr","","",21.6,24.9,22.6,21.7,23.9,22.2,36,2019,"03.09.2019"
"Ekte_kokt_skinke","3 stk330 gram","",47.1,66,71.5,47.1,77.7,48.58,36,2019,"03.09.2019"
"Kalkunfilet_Naturell100_gram","","",26.9,28.3,28.7,26.9,26.9,26.4,36,2019,"03.09.2019"
"Kjøttdeig_billigste_type400_gr","","",45.7,45.7,45.9,45.7,29.9,45.7,36,2019,"03.09.2019"
"Karbonadedeig_billigste_type","2 stk800 gr","",105.4,105.4,110.2,105.4,105.8,84,36,2019,"03.09.2019"
"Karbonader_Gilde810_gr","","",77.6,88,62.91,77.7,84.9,77.94,36,2019,"03.09.2019"
"Lettrømme_Tine3_dl","","",12.8,14.5,13.4,12.8,15.9,13.2,36,2019,"03.09.2019"
"Lettmelk_Tine1_liter","","",17.3,19.2,17.3,17.3,18.7,17.3,36,2019,"03.09.2019"
"Biola_Blåbær1_liter","","",41.8,46.8,49.8,41.8,61,42.8,36,2019,"03.09.2019"
"Tine_Yoghurt_Vanilje_4pk4_pk","","",16.8,19.7,19.3,16.8,18.9,17.2,36,2019,"03.09.2019"
"Melange_margarin500_gram","","",23.6,25.9,25.2,23.6,27.9,24,36,2019,"03.09.2019"
"Mills_Kaviar185_gr","","",17,19.3,17.8,17.1,19.9,17.5,36,2019,"03.09.2019"
"Big_One_Classic_Pizza560_gr","","",48.1,51.7,49.4,48.1,51.9,48.5,36,2019,"03.09.2019"
"Grandiosa_Original575_gr","","",41.6,46.6,43,41.6,45.9,42,36,2019,"03.09.2019"
"Familiens_Fiskegrateng1_kilo","","",62.2,69,63.9,62.3,67.9,62.7,36,2019,"03.09.2019"
"King_Oscars_makrell_grov100_gram","","",13.9,16,14.1,13.9,15.5,13.9,36,2019,"03.09.2019"
"Tomatsuppe_m/makaroni119_gr","","",17.1,19.3,10.92,17.2,18.9,17.4,36,2019,"03.09.2019"
"Bali_kyllinggryte91_gr","","",16.8,19.7,10.86,16.9,19.5,17.2,36,2019,"03.09.2019"
"Meksikansk_Gryte_Toro190_gr","","",21.8,24.5,21.66,21.9,24.9,22.1,36,2019,"03.09.2019"
"Bakepulver_Freia250_gram","","",18.7,21.4,20.9,18.8,20.9,19,36,2019,"03.09.2019"
"Freia_vaniljesukker_175_gr175_gram","","",19.1,22.8,21.4,19.2,20.9,19.4,36,2019,"03.09.2019"
"Toro_Brownies530_gram","","",15.2,24.5,16.66,15.3,19.9,15.6,36,2019,"03.09.2019"
"Wasa_Rugsprø200gr","","",3.5,5.8,6.1,3.6,5.5,6,36,2019,"03.09.2019"
"Gifflar_kanel300_gr","","",23.3,26.8,24.6,23.4,25.9,23.7,36,2019,"03.09.2019"
"Cheez_Doodles120_gr","","",15.6,18.2,16.5,15.7,13.93,16.2,36,2019,"03.09.2019"
"OMO_Color_Refill490_ml","","",29.6,34.9,32.5,29.6,32.5,29.9,36,2019,"03.09.2019"
"Melkesjokolade_Freia200_gr","","",35.8,41.5,37,35.9,41.9,36.1,36,2019,"03.09.2019"
"Melkerull_Freia74_gr","","",9.9,17.6,17,10,16.9,14.9,36,2019,"03.09.2019"
"Smil_Sjokolade78_gram","","",9.7,11.4,9.9,9.9,11.5,9.8,36,2019,"03.09.2019"
"Totalsum","","",991,1127,1033,993,1102,987,36,2019,"03.09.2019"
"Paprika1_kg_løsvekt","","Paprika",59.9,66.9,61.9,59.9,61.9,59.9,35,2019,"27.08.2019"
"Isbergsalat1_stk","","Isbergsalat",19.9,25.9,19.9,19.9,27.9,19.9,35,2019,"27.08.2019"
"Brokkoli1_stk","","Brokkoli",21.9,12.9,10.9,21.9,16.9,24.9,35,2019,"27.08.2019"
"Blomkål1_stk","","Blomkål",10,12.9,23.9,10,16.9,10,35,2019,"27.08.2019"
"Norvegia_skivet300gr","","",38.3,40.9,40.4,38.4,41.9,38.5,35,2019,"27.08.2019"
"Smøreost_Bacon_tube175_gr","","",22.9,25.9,23.7,23,26.9,23.1,35,2019,"27.08.2019"
"Smøreost_Skinke_tube175_gr","","",28.3,30.9,29,28.3,32.5,28.5,35,2019,"27.08.2019"
"Snøfrisk125_gr","","",17.7,19.9,19.2,17.8,19.5,17.9,35,2019,"27.08.2019"
"Gilde_skinnfri_kjøttpølse450gr","","",28.1,24.9,29.93,28.2,32.5,28.27,35,2019,"27.08.2019"
"Kjøttdeig_billigste_type400_gr","","",45.7,45.7,45.9,45.7,45.9,45.7,35,2019,"27.08.2019"
"Iskaffe_a_la_Cappuccino330_ml","","",15.2,17.9,17.4,15.3,17.9,15.4,35,2019,"27.08.2019"
"Kremfløte_Tine3_dl","","",16.6,18.5,17.2,16.7,19.5,16.8,35,2019,"27.08.2019"
"Biola_Blåbær1_liter","","",21.4,30.9,30.3,21.5,30.5,28.9,35,2019,"27.08.2019"
"Tine_Yoghurt_Jordbær_4pk4x150gr","","",17.5,19.9,20.4,17.5,19.9,17.7,35,2019,"27.08.2019"
"Tine_Meierismør1/2_kilo","","",31.4,35.9,33.1,31.4,37.9,31.5,35,2019,"27.08.2019"
"Mills_Majones330_gr_(2_poser)","","",25.3,27.9,26.8,25.4,29.9,25.5,35,2019,"27.08.2019"
"Mills_Kaviar185_gr","","",17.5,19.2,18.1,17.6,23.9,17.7,35,2019,"27.08.2019"
"Grandiosa_Hj.laget_m/kjøttdeig_1_kgmed_kjøttdeig","","",83.6,91,85.7,83.7,59.94,83.8,35,2019,"27.08.2019"
"Lasagne_Toro310_gr_Familiepakning","","",43.1,47.3,34.9,43.1,46.9,43.3,35,2019,"27.08.2019"
"Amerikansk_gryte188_gram","","",15.7,18.8,17.2,15.7,17.9,16.9,35,2019,"27.08.2019"
"Meksikansk_tomatsuppePose","","",19.8,21.5,21.5,19.8,21.9,20,35,2019,"27.08.2019"
"Kremet_BlomkålsuppePose","","",16.7,18.2,17.4,16.7,18.5,17,35,2019,"27.08.2019"
"Bali_kyllinggryte91_gr","","",17.6,19.7,18.2,17.6,19.5,17.8,35,2019,"27.08.2019"
"Mr_Lee_Nudler_Kjøttsmak85_gram","","",6.8,7.9,7.2,6.9,7.9,7,35,2019,"27.08.2019"
"Hamburgerdressing_Idun470_gr_flaske","","",17.8,19.4,18.4,17.8,19.5,18,35,2019,"27.08.2019"
"Rømmedressing","Idun470 gram","",23,25.9,23.7,23,25.5,23.2,35,2019,"27.08.2019"
"Idun_Sennep490_gr","","",14,15.4,14.5,14,15.5,14.2,35,2019,"27.08.2019"
"Polarbrød_Hvete16_pk","","",40.4,44.2,43.9,40.5,39.9,40.6,35,2019,"27.08.2019"
"Nora_Sviskekompott455_gram","","",19.8,22.5,20.5,19.8,21.9,20,35,2019,"27.08.2019"
"Krystal_Original750_ml","","",20,22.5,20.6,20.1,21.9,20.2,35,2019,"27.08.2019"
"Omo_Ultra_Hvitt1","17 kg","",45.7,49.9,46.7,45.7,49.9,45.8,35,2019,"27.08.2019"
"Troika66_gr","","",10.6,12.5,11.1,10.6,12.9,10.8,35,2019,"27.08.2019"
"Hobby48_gram","","",15.7,17.5,16.3,15.8,16.9,16,35,2019,"27.08.2019"
"Totalsum","","",848,931,886,849,919,865,35,2019,"27.08.2019"
"Agurk1_stk","","Agurk",14.8,21.9,19.9,14.8,21.9,14.9,34,2019,"20.08.2019"
"Champignon1_kg__","","Sjampinjong",28,32.9,28.9,28,41.9,28.4,34,2019,"20.08.2019"
"Brokkoli1_stk","","Brokkoli",10,22.9,23.9,10,16.9,10,34,2019,"20.08.2019"
"Woksaus_Teriyaki120_gram","","",16,10,17.5,16.1,18.9,16.1,34,2019,"20.08.2019"
"Gulost_Synnøve1_kg","","",98.7,110,105,98.7,94.9,95.9,34,2019,"20.08.2019"
"Revet_ost_original_Tine300gr","","",33.4,38.4,40.9,33.5,43.9,33.7,34,2019,"20.08.2019"
"Kokt_skinke_Gilde110_gr","","",24.7,22,26.22,24.8,26.9,24.93,34,2019,"20.08.2019"
"Favoritt_Salami","Gilde150 gram","",39.9,30,29.26,39.9,43.9,39.9,34,2019,"20.08.2019"
"Prior_Kalkunfilet_m_pepper100_gram","","",29.9,34.4,31.9,29.9,31.9,29.9,34,2019,"20.08.2019"
"Gilde_skinnfri_kjøttpølse450gr","","",28.4,25,30.33,28.5,32.5,28.86,34,2019,"20.08.2019"
"Karbonader_Gilde810_gr","","",78.3,88,84.51,78.4,84.9,78.66,34,2019,"20.08.2019"
"Komle/raspeballer_m_vossak.600_gr","","",68.6,82,70.3,68.7,73.9,68.7,34,2019,"20.08.2019"
"Fjordland_Kylling_Sweet_&_sour460_gr","","",52.6,61.3,54.4,52.7,56.9,53,34,2019,"20.08.2019"
