Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_Type
Units,V,W,W,W,V,1/W,1/V,1/V,1/V,W,V,A,V,V,,
[0],inv_snl_ac_voltage,inv_snl_pso,inv_snl_paco,inv_snl_pdco,inv_snl_vdco,inv_snl_c0,inv_snl_c1,inv_snl_c2,inv_snl_c3,inv_snl_pnt,inv_snl_vdcmax,inv_snl_idcmax,inv_snl_mppt_low,inv_snl_mppt_hi,inv_cec_date,inv_cec_type
SunPower:_SPR-E20-327-C-AC_[208V],208,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-E20-327-C-AC_[240V],240,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-E20-327-D-AC_[208V],208,2.862352,320,333.699951,60,-0.000066,-8.79E-06,0.021225,0.018693,0.096,64,5.561666,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-E20-327-D-AC_[240V],240,3.005768,320,332.890656,60,-0.000058,-0.000321,0.002844,-0.016399,0.096,64,5.548178,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-E20-327-E-AC_[208V],208,1.901595,320,329.812225,60,-0.000065,0.000017,-0.081314,-0.068081,0.096,64,5.49687,53,64,n/a,Utility Interactive
SunPower:_SPR-E20-327-E-AC_[240V],240,1.303883,320,328.108673,60,-0.000028,-6.64E-06,-0.001801,-0.042997,0.096,64,5.468478,53,64,n/a,Utility Interactive
SunPower:_SPR-E20-335-E-AC_[208V],240,1.783898,315,324.42569,60,-0.000061,0.00003,-0.080774,-0.06922,0.0945,64,5.407095,53,64,n/a,Utility Interactive
SunPower:_SPR-E20-335-E-AC_[240V],240,1.235644,315,322.960602,60,-0.000028,-0.000016,0.003418,-0.036432,0.0945,64,5.382677,53,64,n/a,Utility Interactive
SunPower:_SPR-X19-240-BLK-B-AC_[208V],208,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
SunPower:_SPR-X19-240-BLK-B-AC_[240V],240,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
SunPower:_SPR-X20-250-BLK-A-AC_[240V],240,3.039304,225,236.318848,43,-0.000061,-0.00051,0.003568,-0.035432,0.03,50,5.495787,30,50,n/a,Utility Interactive
SunPower:_SPR-X20-250-BLK-B-AC_[208V],208,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
SunPower:_SPR-X20-250-BLK-B-AC_[240V],240,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,3/15/2018,Utility Interactive
SunPower:_SPR-X20-327-BLK-C-AC_[208V],208,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-X20-327-BLK-C-AC_[240V],240,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-X20-327-BLK-D-AC_[208V],208,2.862352,320,333.699951,60,-0.000066,-8.79E-06,0.021225,0.018693,0.096,64,5.561666,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X20-327-BLK-D-AC_[240V],240,3.005768,320,332.890656,60,-0.000058,-0.000321,0.002844,-0.016399,0.096,64,5.548178,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X20-327-BLK-E-AC_[208V],208,1.901595,320,329.812225,60,-0.000065,0.000017,-0.081314,-0.068081,0.096,64,5.49687,53,64,n/a,Utility Interactive
SunPower:_SPR-X20-327-BLK-E-AC_[240V],240,1.303883,320,328.108673,60,-0.000028,-6.64E-06,-0.001801,-0.042997,0.096,64,5.468478,53,64,n/a,Utility Interactive
SunPower:_SPR-X20-327-C-AC_[208V],208,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-X20-327-C-AC_[240V],240,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-X20-327-D-AC_[208V],208,2.862352,320,333.699951,60,-0.000066,-8.79E-06,0.021225,0.018693,0.096,64,5.561666,53,64,10/15/2018,Utility Interactive
SunPower:_SPR-X20-327-D-AC_[240V],240,3.005768,320,332.890656,60,-0.000058,-0.000321,0.002844,-0.016399,0.096,64,5.548178,53,64,10/15/2018,Utility Interactive
SunPower:_SPR-X20-327-E-AC_[208V],208,1.901595,320,329.812225,60,-0.000065,0.000017,-0.081314,-0.068081,0.096,64,5.49687,53,64,n/a,Utility Interactive
SunPower:_SPR-X20-327-E-AC_[240V],240,1.303883,320,328.108673,60,-0.000028,-6.64E-06,-0.001801,-0.042997,0.096,64,5.468478,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-335-BLK-C-AC_[208V],208,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-335-BLK-C-AC_[240V],240,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-335-BLK-D-AC_[208V],208,2.862352,320,333.699951,60,-0.000066,-8.79E-06,0.021225,0.018693,0.096,64,5.561666,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X21-335-BLK-D-AC_[240V],240,3.005768,320,332.890656,60,-0.000058,-0.000321,0.002844,-0.016399,0.096,64,5.548178,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X21-335-BLK-E-AC_[208V],208,1.901595,320,329.812225,60,-0.000065,0.000017,-0.081314,-0.068081,0.096,64,5.49687,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-335-BLK-E-AC_[240V],240,1.303883,320,328.108673,60,-0.000028,-6.64E-06,-0.001801,-0.042997,0.096,64,5.468478,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-335-C-AC_[208V],208,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-335-C-AC_[240V],240,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-335-D-AC_[208V],208,2.862352,320,333.699951,60,-0.000066,-8.79E-06,0.021225,0.018693,0.096,64,5.561666,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X21-335-D-AC_[240V],240,3.005768,320,332.890656,60,-0.000058,-0.000321,0.002844,-0.016399,0.096,64,5.548178,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X21-335-E-AC_[208V],208,1.901595,320,329.812225,60,-0.000065,0.000017,-0.081314,-0.068081,0.096,64,5.49687,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-335-E-AC_[240V],240,1.303883,320,328.108673,60,-0.000028,-6.64E-06,-0.001801,-0.042997,0.096,64,5.468478,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-345-C-AC_[208V],208,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-345-C-AC_[240V],240,1.912472,320,333.210754,60,-0.000066,-0.000363,0.018083,-0.018388,0.096,64,5.553513,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-345-D-AC_[208V],208,2.862352,320,333.699951,60,-0.000066,-8.79E-06,0.021225,0.018693,0.096,64,5.561666,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X21-345-D-AC_[240V],240,3.005768,320,332.890656,60,-0.000058,-0.000321,0.002844,-0.016399,0.096,64,5.548178,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X21-345-E-AC_[208V],208,1.901595,320,329.812225,60,-0.000065,0.000017,-0.081314,-0.068081,0.096,64,5.49687,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-345-E-AC_[240V],240,1.303883,320,328.108673,60,-0.000028,-6.64E-06,-0.001801,-0.042997,0.096,64,5.468478,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-350-BLK-D-AC_[208V],208,2.862352,320,333.699951,60,-0.000066,-8.79E-06,0.021225,0.018693,0.096,64,5.561666,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X21-350-BLK-D-AC_[240V],240,3.005768,320,332.890656,60,-0.000058,-0.000321,0.002844,-0.016399,0.096,64,5.548178,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X21-350-BLK-E-AC_[208V],208,1.901595,320,329.812225,60,-0.000065,0.000017,-0.081314,-0.068081,0.096,64,5.49687,53,64,n/a,Utility Interactive
SunPower:_SPR-X21-350-BLK-E-AC_[240V],240,1.303883,320,328.108673,60,-0.000028,-6.64E-06,-0.001801,-0.042997,0.096,64,5.468478,53,64,n/a,Utility Interactive
SunPower:_SPR-X22-360-C-AC_[208V],208,2.221642,320,334.899109,60,-0.000076,-0.000251,0.026476,-0.019258,0.096,64,5.581652,53,64,n/a,Utility Interactive
SunPower:_SPR-X22-360-C-AC_[240V],240,2.221642,320,334.899109,60,-0.000076,-0.000251,0.026476,-0.019258,0.096,64,5.581652,53,64,n/a,Utility Interactive
SunPower:_SPR-X22-360-D-AC_[208V],208,2.862352,320,333.699951,60,-0.000066,-8.79E-06,0.021225,0.018693,0.096,64,5.561666,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X22-360-D-AC_[240V],240,3.005768,320,332.890656,60,-0.000058,-0.000321,0.002844,-0.016399,0.096,64,5.548178,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X22-360-E-AC_[208V],208,1.901595,320,329.812225,60,-0.000065,0.000017,-0.081314,-0.068081,0.096,64,5.49687,53,64,n/a,Utility Interactive
SunPower:_SPR-X22-360-E-AC_[240V],240,1.303883,320,328.108673,60,-0.000028,-6.64E-06,-0.001801,-0.042997,0.096,64,5.468478,53,64,n/a,Utility Interactive
SunPower:_SPR-X22-370-D-AC_[208V],208,2.862352,320,333.699951,60,-0.000066,-8.79E-06,0.021225,0.018693,0.096,64,5.561666,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X22-370-D-AC_[240V],240,3.005768,320,332.890656,60,-0.000058,-0.000321,0.002844,-0.016399,0.096,64,5.548178,53,64,2/15/2019,Utility Interactive
SunPower:_SPR-X22-370-E-AC_[208V],208,1.901595,320,329.812225,60,-0.000065,0.000017,-0.081314,-0.068081,0.096,64,5.49687,53,64,n/a,Utility Interactive
SunPower:_SPR-X22-370-E-AC_[240V],240,1.303883,320,328.108673,60,-0.000028,-6.64E-06,-0.001801,-0.042997,0.096,64,5.468478,53,64,n/a,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SC1000KU_[540V],540,4782.30127,1001306,1038426.125,1005,-2.10E-08,0.000012,0.000803,0.000263,300.3918,1200,1033.259826,810,1200,n/a,Grid Support
Sungrow_Power_Supply_Co_-_Ltd_:_SC250KU_[480V],480,1089.708618,250000,261134.375,675,-8.55E-08,7.05E-06,0.001545,-0.000476,75,850,386.865741,500,850,10/01/2019,Grid Support
Sungrow_Power_Supply_Co_-_Ltd_:_SC60HV_[480V],480,165.083618,66000,67412.375,850,-1.67E-07,0.000014,0.001888,0.000306,19.8,1300,79.308676,700,1300,n/a,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SC75HV_[600V],600,209.743286,82500,84179.95313,1000,-1.36E-07,0.000016,0.002612,0.001034,24.75,1300,84.179953,870,1300,n/a,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG1000MX,0,7066.063965,1000000,1033038.5,630,-3.23E-08,0.000021,0.001095,0.001191,300,800,1639.743651,570,800,02/01/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG100KU_[480V],480,681.89563,101000,105314.3516,380,-3.04E-07,0.000023,0.000502,-0.00045,30.3,480,277.14303,300,480,02/01/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG100KU-outdoor_[480V],480,476.797577,100000,104464.5,350,-2.83E-07,0.000044,0.000319,0.00163,30,480,298.47,300,480,02/01/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG125HV_[600V],600,93.234772,125000,127404.3438,945,-8.41E-08,0.00002,0.00546,0.003088,37.5,1200,134.819411,860,1200,06/03/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG2500U_[550V],550,3912.462158,2500000,2542502.5,900,-3.86E-09,4.99E-06,0.000279,-0.000498,750,1200,2825.002778,800,1200,10/15/2018,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG250KC_[600V],600,889.055481,250000,260078.5469,360,-9.96E-08,0.000019,0.002171,-0.000691,71,480,722.440408,320,480,02/01/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG250KU_[480V],480,972.447144,250000,260767.2031,360,-1.07E-07,8.26E-06,0.002338,-0.000747,50,480,724.353342,320,480,02/01/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG30KU,0,86.636215,30000,30672.6543,705,-4.61E-07,-0.000042,-0.00143,-0.00239,9,800,43.507311,480,800,02/01/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG36KU,0,82.693085,36000,36887.22656,700,-4.45E-07,-0.000038,-0.001063,-0.001913,10.8,800,52.696038,580,800,02/01/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG500LV,0,3092.04834,500000,523693.8125,360,-8.11E-08,7.95E-06,-0.002889,-0.002921,150,480,1454.705035,320,480,02/01/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG60KU,0,95.618515,60000,60945.08984,700,-1.28E-07,6.66E-06,0.003832,0.004382,18,850,87.064414,550,850,02/01/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG60KU-M,0,117.345558,60000,61033.91016,700,-1.81E-07,-0.000012,-0.000329,-0.000743,18,850,87.1913,550,850,02/01/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG60KU-M_[480V],480,117.345558,60000,61033.91016,700,-1.81E-07,-0.000012,-0.000329,-0.000743,18,850,87.1913,550,850,06/03/2019,Grid Support
Sungrow_Power_Supply_Co_-_Ltd_:_SG750MX,0,4218.95752,750000,777315.8125,580,-3.97E-08,0.000018,0.001299,0.000509,225,800,1340.199677,500,800,02/01/2019,Utility Interactive
Sungrow_Power_Supply_Co_-_Ltd_:_SG800MX,0,5568.794922,800000,828546.3125,615,-3.96E-08,0.000019,0.000456,0.00043,240,800,1347.229776,545,800,02/01/2019,Utility Interactive
Sunna_Tech:_SUNNA_2000TL-US-240_[240V],240,42.196785,2110,2193.39624,375,-0.000012,-0.000065,0.001026,0.000536,0.633,400,5.849057,100,400,n/a,Utility Interactive
Sunna_Tech:_SUNNA_3000TL-US-240_[240V],240,36.033405,3180,3315.654297,375,-7.98E-06,-0.000075,0.000544,-0.000338,0.954,400,8.841745,100,400,n/a,Utility Interactive
Sunna_Tech:_SUNNA_4200TL-US-240_[240V],240,32.600666,4160,4340.861328,380,-4.67E-06,-0.000062,0.000324,-0.00088,1.248,400,11.423319,100,400,n/a,Utility Interactive
Sunna_Tech:_SUNNA_5000TL-US-240_[240V],240,32.086174,5240,5489.155762,380,-4.41E-06,-0.000074,-0.000083,-0.001604,1.572,400,14.445147,100,400,n/a,Utility Interactive
Sunset:_SUNstring_4000_[240V],240,20.790001,2860,3075.77417,175,-0.000014,0.000045,-0.000527,-0.000102,0.858,300,17.575852,100,300,n/a,Utility Interactive
Sunset:_SUNstring_5000_[240V],240,30.925451,3600,3863.824463,175,-9.47E-06,0.000021,0.000643,-0.000102,1.08,300,22.078997,100,300,n/a,Utility Interactive
Sustainable_Energy_Technologies:_SUNERGY_ELV_208_[208V],208,58.454727,5000,5347.935547,65,-0.00001,0.000319,0.015178,-0.003012,1.5,95,82.275931,54,95,n/a,Utility Interactive
Sustainable_Energy_Technologies:_SUNERGY_LV_208_[208V],208,55.771816,5000,5310.597656,85,-8.52E-06,0.000176,0.010804,-0.000244,0.03,130,62.477619,70,130,n/a,Utility Interactive
Sustainable_Energy_Technologies:_SUNERGY_TENK_240D_[240V],240,48.661537,5000,5326.362793,63,-9.28E-06,0.00025,0.018163,-0.000583,1.5,95,84.545441,50,95,n/a,Utility Interactive
Sustainable_Energy_Technologies:_Sunergy_5000-70/240_[240V],240,52.416149,5009,5301.454102,78,-7.66E-06,0.000137,0.008939,0.001394,1.5027,100,67.96736,70,100,n/a,Utility Interactive
Sysgration:_SG-4000_[240V],240,42.908222,4030,4260.779785,310,-8.79E-06,-0.000025,0.001312,-0.000847,1.209,440,13.744451,100,440,n/a,Utility Interactive
Sysgration:_Soleil_2000-120_[120V],120,18.433363,2000,2211.626709,240,-0.000025,0.000028,0.001683,0.000781,0.6,360,9.215111,100,360,n/a,Utility Interactive
TMEIC:_PVH-L1350GR,0,6510.056641,1350000,1385240,960,-1.55E-08,8.91E-06,0.000433,0.000118,405,1200,1442.958333,875,1200,n/a,Utility Interactive
TMEIC:_PVH-L1350GR-EG,0,6510.056641,1350000,1385240,960,-1.55E-08,8.91E-06,0.000433,0.000118,405,1200,1442.958333,875,1200,n/a,Utility Interactive
TMEIC:_PVH-L2500GR,0,10082.50781,2500000,2569794.25,900,-8.23E-09,6.88E-06,0.000267,0.000027,750,1200,2855.326944,800,1200,12/15/2017,Utility Interactive
TMEIC:_PVH-L2500GR-EG,0,10082.50781,2500000,2569794.25,900,-8.23E-09,6.88E-06,0.000267,0.000027,750,1200,2855.326944,800,1200,12/15/2017,Utility Interactive
TMEIC:_PVH-L2700GR,0,11126.11328,2700000,2772904.5,960,-7.51E-09,0.000012,0.000499,0.000611,810,1200,2888.442187,875,1200,12/15/2017,Utility Interactive
TMEIC:_PVH-L2700GR-EG,0,11126.11328,2700000,2772904.5,960,-7.51E-09,0.000012,0.000499,0.000611,810,1200,2888.442187,875,1200,12/15/2017,Utility Interactive
TMEIC:_PVH-L3200GR_[600V],600,10051.36914,3127430,3173064.25,1100,-7.46E-10,8.39E-06,0.000694,0.001198,938.229,1200,2884.603864,875,1200,n/a,Utility Interactive
TMEIC:_PVH-L3200GR-E7_[600V],600,10051.36914,3127430,3173064.25,1100,-7.46E-10,8.39E-06,0.000694,0.001198,938.229,1200,2884.603864,875,1200,n/a,Utility Interactive
TMEIC:_PVH-L3200GR-EG_[600V],600,10051.36914,3127430,3173064.25,1100,-7.46E-10,8.39E-06,0.000694,0.001198,938.229,1200,2884.603864,875,1200,n/a,Utility Interactive
TMEIC:_PVL-L0500U,0,4578.096191,500000,524991.5,360,-7.15E-08,0.000033,0.001064,0.00046,150,480,1458.309722,320,480,n/a,Utility Interactive
TMEIC:_PVL-L0630U-S,0,4087.95752,630000,650741.875,615,-4.52E-08,0.000012,0.000928,0.000645,189,800,1058.11687,550,800,n/a,Utility Interactive
TMEIC:_PVL-L0833GR,0,3778.69751,833000,855626.0625,655,-2.38E-08,0.000019,0.001012,0.000791,249.9,800,1306.299332,605,800,n/a,Utility Interactive
TMEIC:_PVL-L1833GRM,0,7874.053711,1833000,1881322.25,655,-1.21E-08,0.00001,0.00009,-0.000399,549.9,800,2872.24771,605,800,n/a,Utility Interactive
TMEIC:_PVL-L1833GRQ,0,6370.648438,1667000,1714594.5,655,-1.43E-08,0.000017,-0.000307,0.000057,500.1,800,2617.701527,605,800,n/a,Utility Interactive
Tabuchi_Electric_Co_-_Ltd_:_EHW-S55P3B-PNUS_[240V],240,117.335793,5346,5776.361328,300,-6.25E-06,-1.66E-06,-0.001608,-0.002937,1.6038,450,19.254538,100,450,12/15/2017,Utility Interactive
Tabuchi_Electric_Co_-_Ltd_:_EPW-T250P6-US_[480V],480,121.843155,24130,24735.61328,700,-5.96E-07,-0.000028,-0.000027,-0.002168,7.239,800,35.33659,500,800,12/15/2017,Utility Interactive
Tabuchi_Electric_Co_-_Ltd_:_THD-S55P3B-US_[240V],240,48.760315,5518.92,5821.84375,380,-3.51E-06,-0.00003,0.00125,0.000567,1.655676,520,15.320641,240,520,10/15/2018,Grid Support
Tabuchi_Electric_Co_-_Ltd_:_THD-S55P3BB-US_[240V],240,48.760315,5518.92,5821.84375,380,-3.51E-06,-0.00003,0.00125,0.000567,1.655676,520,15.320641,240,520,10/15/2018,Grid Support
Tabuchi_Electric_Co_-_Ltd_:_THE-S55P3BB-USW_[240V],240,48.371853,5518.92,5822.11084,380,-3.44E-06,-0.000032,0.001283,0.000471,1.655676,520,15.321344,240,520,10/15/2018,Grid Support
Tabuchi_Electric_Co_-_Ltd_:_TPD-T250P6-US_[480V],480,130.986572,24895,25535.58789,700,-5.37E-07,-3.87E-06,6.02E-06,-0.00117,7.4685,800,36.479411,500,800,12/15/2017,Utility Interactive
Talesun_Solar:_TP660AM225_[240V],240,3.33307,230,241.432068,31.5,-0.000084,-0.001113,0.014473,-0.042764,0.069,35,7.66451,21,35,n/a,Utility Interactive
Talesun_Solar:_TP660AM240_[240V],240,2.245096,240,252.020584,42.5,-0.000081,-0.000619,0.014026,-0.017328,0.072,46,5.929896,33.5,46,n/a,Utility Interactive
Talesun_Solar:_TP660AM255_[240V],240,1.255984,250,262.522003,53.5,-0.000082,-0.000065,0.014799,0.01696,0.075,57,4.906953,46,57,n/a,Utility Interactive
Talesun_Solar:_TP660AM270_[240V],240,0.364196,260,272.895355,64.5,-0.000083,0.000528,0.030324,0.057736,0.078,68,4.230936,58.5,68,n/a,Utility Interactive
Topper_Sun_Energy_Technology:_TS-S1500_[208V],208,25.196201,1550,1621.431152,325,-9.46E-06,-0.000027,-0.000147,0.000022,0.465,360,4.989019,100,360,n/a,Utility Interactive
Topper_Sun_Energy_Technology:_TS-S1500_[240V],240,25.203346,1550,1618.26709,325,-7.59E-06,-0.000025,-0.000137,-0.000212,0.465,360,4.979283,100,360,n/a,Utility Interactive
Topper_Sun_Energy_Technology:_TS-S2000_[208V],208,21.129049,2060,2148.04541,325,-9.06E-06,-0.000026,-0.000255,0.000211,0.618,360,6.60937,100,360,n/a,Utility Interactive
Topper_Sun_Energy_Technology:_TS-S2000_[240V],240,25.600037,2060,2150.26416,325,-8.53E-06,-0.000021,-0.000129,0.000681,0.618,360,6.616197,100,360,n/a,Utility Interactive
Topper_Sun_Energy_Technology:_TS-S3000_[208V],208,18.972073,3000,3141.109619,325,-6.90E-06,-0.000041,-0.000904,-0.002131,0.9,360,9.664953,100,360,n/a,Utility Interactive
Topper_Sun_Energy_Technology:_TS-S3000_[240V],240,24.258873,3010,3147.795654,325,-6.58E-06,-0.000037,-0.000644,-0.001802,0.903,360,9.685525,100,360,n/a,Utility Interactive
Topper_Sun_Energy_Technology:_TS-S4000_[208V],208,32.366158,3980,4163.370117,325,-6.81E-06,-0.000022,0.000318,0.001097,1.194,360,12.81037,100,360,n/a,Utility Interactive
Topper_Sun_Energy_Technology:_TS-S4000_[240V],240,29.252844,3990,4151.51709,325,-4.55E-06,-0.000027,-0.000377,0.000043,1.197,360,12.773899,100,360,n/a,Utility Interactive
Toshiba_International:_PVL-L0630U-S,0,4087.95752,630000,650741.875,615,-4.52E-08,0.000012,0.000928,0.000645,189,800,1058.11687,550,800,n/a,Utility Interactive
Toshiba_International:_PVT-AAA50K6U,0,4578.096191,500000,524991.5,360,-7.15E-08,0.000033,0.001064,0.00046,150,480,1458.309722,320,480,n/a,Utility Interactive
Trina_Energy_Storage_Solutions_(Jiangsu)_Co_-_Ltd:_TB6000SHU_[208V],208,26.843025,4992,5137.776855,380,-3.75E-06,-0.00003,-0.001254,0.001038,1.4976,460,13.520465,200,460,10/15/2018,Grid Support
Trina_Energy_Storage_Solutions_(Jiangsu)_Co_-_Ltd:_TB6000SHU_[240V],240,27.423792,5760,5913.532227,380,-3.16E-06,-0.00003,-0.001523,0.000603,1.728,460,15.561927,200,460,10/15/2018,Grid Support
Trina_Energy_Storage_Solutions_(Jiangsu)_Co_-_Ltd:_TB8000SHU_[208V],208,30.124689,6656,6853.736328,380,-2.84E-06,-0.000012,-0.000725,0.000265,1.9968,460,18.036148,270,460,10/15/2018,Grid Support
Trina_Energy_Storage_Solutions_(Jiangsu)_Co_-_Ltd:_TB8000SHU_[240V],240,29.733648,7680,7889.365723,380,-2.29E-06,-0.000015,-0.001356,-0.000257,2.304,460,20.761489,270,460,10/15/2018,Grid Support
Ubiquiti_Networks_International:_SM-MI-250_[240V],240,0.609921,250,262.812408,30,-0.000064,-0.000863,-0.067033,-0.139104,0.075,31,8.760414,28.7,31,n/a,Utility Interactive
Westinghouse_Solar:_WLW-230-1-AC0-D-B_[208V],208,0.771154,215,225.387497,29,-0.00009,-0.000796,-0.015395,-0.068914,0.04,36,7.771983,22,36,n/a,Utility Interactive
Westinghouse_Solar:_WLW-230-1-AC0-D-B_[240V],240,0.771154,215,225.387497,29,-0.00009,-0.000796,-0.015395,-0.068914,0.04,36,7.771983,22,36,n/a,Utility Interactive
Westinghouse_Solar:_WLW-230-1-AC1-A-B_[240V],240,0.512116,190,200.04599,32.5,-0.000023,-0.000644,-0.040654,-0.299376,0.03,40,6.155261,22,40,n/a,Utility Interactive
Westinghouse_Solar:_WLW-230-1-AC2-D-B_[208V],208,0.771154,215,225.387497,29,-0.00009,-0.000796,-0.015395,-0.068914,0.04,36,7.771983,22,36,n/a,Utility Interactive
Westinghouse_Solar:_WLW-230-1-AC2-D-B_[240V],240,0.771154,215,225.387497,29,-0.00009,-0.000796,-0.015395,-0.068914,0.04,36,7.771983,22,36,n/a,Utility Interactive
Westinghouse_Solar:_WLW-235-1-AC0-D-B_[208V],208,0.771154,215,225.387497,29,-0.00009,-0.000796,-0.015395,-0.068914,0.04,36,7.771983,22,36,n/a,Utility Interactive
Westinghouse_Solar:_WLW-235-1-AC0-D-B_[240V],240,0.771154,215,225.387497,29,-0.00009,-0.000796,-0.015395,-0.068914,0.04,36,7.771983,22,36,n/a,Utility Interactive
Westinghouse_Solar:_WLW-235-1-AC1-A-B_[240V],240,0.512116,190,200.04599,32.5,-0.000023,-0.000644,-0.040654,-0.299376,0.03,40,6.155261,22,40,n/a,Utility Interactive
Westinghouse_Solar:_WLW-235-1-AC2-D-B_[208V],208,0.771154,215,225.387497,29,-0.00009,-0.000796,-0.015395,-0.068914,0.04,36,7.771983,22,36,n/a,Utility Interactive
Westinghouse_Solar:_WLW-235-1-AC2-D-B_[240V],240,0.771154,215,225.387497,29,-0.00009,-0.000796,-0.015395,-0.068914,0.04,36,7.771983,22,36,n/a,Utility Interactive
Westinghouse_Solar:_WLW-235-1-AC3-B-B_[240V],240,0.788915,190,200.815063,32,-0.000088,-0.000838,-0.019195,-0.087614,0.01,40,6.275471,22,40,n/a,Utility Interactive
Westinghouse_Solar:_WLW-240-1-AC0-D-B_[208V],208,0.771154,215,225.387497,29,-0.00009,-0.000796,-0.015395,-0.068914,0.04,36,7.771983,22,36,n/a,Utility Interactive
Westinghouse_Solar:_WLW-240-1-AC0-D-B_[240V],240,0.771154,215,225.387497,29,-0.00009,-0.000796,-0.015395,-0.068914,0.04,36,7.771983,22,36,n/a,Utility Interactive
