,Category,Menn,Kvinner,kommune
12,60-64 år,-179,161,gjerdrum
13,65-69 år,-153,163,gjerdrum
14,70-74 år,-158,162,gjerdrum
15,75-79 år,-84,113,gjerdrum
16,80-84 år,-56,72,gjerdrum
17,85-89 år,-29,57,gjerdrum
18,90-94 år,-7,10,gjerdrum
19,95-99 år,-1,2,gjerdrum
20,100 år eller eldre,0,0,gjerdrum
0,0-4 år,-1183,1169,ullensaker
1,5-9 år,-1371,1363,ullensaker
2,10-14 år,-1377,1323,ullensaker
3,15-19 år,-1267,1279,ullensaker
4,20-24 år,-1234,1104,ullensaker
5,25-29 år,-1453,1285,ullensaker
6,30-34 år,-1522,1523,ullensaker
7,35-39 år,-1488,1424,ullensaker
8,40-44 år,-1561,1425,ullensaker
9,45-49 år,-1630,1575,ullensaker
10,50-54 år,-1540,1316,ullensaker
11,55-59 år,-1188,1055,ullensaker
12,60-64 år,-912,817,ullensaker
13,65-69 år,-715,788,ullensaker
14,70-74 år,-745,792,ullensaker
15,75-79 år,-453,593,ullensaker
16,80-84 år,-280,347,ullensaker
17,85-89 år,-147,209,ullensaker
18,90-94 år,-52,88,ullensaker
19,95-99 år,-10,20,ullensaker
20,100 år eller eldre,0,2,ullensaker
0,0-4 år,-715,669,nes
1,5-9 år,-708,701,nes
2,10-14 år,-666,677,nes
3,15-19 år,-718,645,nes
4,20-24 år,-652,576,nes
5,25-29 år,-689,666,nes
6,30-34 år,-772,806,nes
7,35-39 år,-781,737,nes
8,40-44 år,-816,771,nes
9,45-49 år,-849,843,nes
10,50-54 år,-925,886,nes
11,55-59 år,-779,752,nes
12,60-64 år,-758,698,nes
13,65-69 år,-597,619,nes
14,70-74 år,-579,563,nes
15,75-79 år,-332,324,nes
16,80-84 år,-185,244,nes
17,85-89 år,-90,168,nes
18,90-94 år,-36,70,nes
19,95-99 år,-6,20,nes
20,100 år eller eldre,0,4,nes
0,0-4 år,-761,720,eidsvoll
1,5-9 år,-822,783,eidsvoll
2,10-14 år,-871,793,eidsvoll
3,15-19 år,-815,714,eidsvoll
4,20-24 år,-654,619,eidsvoll
5,25-29 år,-766,766,eidsvoll
6,30-34 år,-929,944,eidsvoll
7,35-39 år,-933,967,eidsvoll
8,40-44 år,-940,838,eidsvoll
9,45-49 år,-928,904,eidsvoll
10,50-54 år,-937,861,eidsvoll
11,55-59 år,-802,762,eidsvoll
12,60-64 år,-739,734,eidsvoll
13,65-69 år,-624,627,eidsvoll
14,70-74 år,-609,651,eidsvoll
15,75-79 år,-379,426,eidsvoll
16,80-84 år,-181,246,eidsvoll
17,85-89 år,-78,171,eidsvoll
18,90-94 år,-35,79,eidsvoll
19,95-99 år,-5,20,eidsvoll
20,100 år eller eldre,-2,1,eidsvoll
0,0-4 år,-460,420,nannestad
1,5-9 år,-425,455,nannestad
2,10-14 år,-491,465,nannestad
3,15-19 år,-459,443,nannestad
4,20-24 år,-388,372,nannestad
5,25-29 år,-478,489,nannestad
6,30-34 år,-569,492,nannestad
7,35-39 år,-532,519,nannestad
8,40-44 år,-589,468,nannestad
9,45-49 år,-591,547,nannestad
10,50-54 år,-598,503,nannestad
11,55-59 år,-416,364,nannestad
12,60-64 år,-373,352,nannestad
13,65-69 år,-288,276,nannestad
14,70-74 år,-278,281,nannestad
15,75-79 år,-171,204,nannestad
16,80-84 år,-81,109,nannestad
17,85-89 år,-55,82,nannestad
18,90-94 år,-17,28,nannestad
19,95-99 år,-1,8,nannestad
20,100 år eller eldre,0,2,nannestad
0,0-4 år,-81,62,hurdal
1,5-9 år,-85,74,hurdal
2,10-14 år,-82,77,hurdal
3,15-19 år,-86,70,hurdal
4,20-24 år,-91,59,hurdal
5,25-29 år,-79,70,hurdal
6,30-34 år,-73,74,hurdal
7,35-39 år,-83,85,hurdal
8,40-44 år,-89,88,hurdal
9,45-49 år,-98,114,hurdal
10,50-54 år,-106,98,hurdal
11,55-59 år,-106,111,hurdal
12,60-64 år,-96,97,hurdal
13,65-69 år,-88,99,hurdal
14,70-74 år,-88,75,hurdal
15,75-79 år,-49,50,hurdal
16,80-84 år,-33,51,hurdal
17,85-89 år,-25,27,hurdal
18,90-94 år,-7,19,hurdal
19,95-99 år,-2,6,hurdal
20,100 år eller eldre,0,1,hurdal
0,0-4 år,-21500,20276,oslo
1,5-9 år,-19231,18288,oslo
2,10-14 år,-17721,17185,oslo
3,15-19 år,-15947,15773,oslo
4,20-24 år,-22156,24643,oslo
5,25-29 år,-35543,39173,oslo
6,30-34 år,-37746,36420,oslo
7,35-39 år,-30997,28013,oslo
8,40-44 år,-26453,23607,oslo
9,45-49 år,-24309,22107,oslo
10,50-54 år,-21454,20028,oslo
11,55-59 år,-18652,17710,oslo
12,60-64 år,-15439,15743,oslo
13,65-69 år,-12511,13537,oslo
14,70-74 år,-11537,12523,oslo
15,75-79 år,-7359,8576,oslo
16,80-84 år,-4004,5910,oslo
17,85-89 år,-2289,4272,oslo
18,90-94 år,-1037,2448,oslo
19,95-99 år,-262,925,oslo
20,100 år eller eldre,-37,153,oslo
0,0-4 år,-366,339,kongsvinger
1,5-9 år,-471,435,kongsvinger
2,10-14 år,-504,481,kongsvinger
3,15-19 år,-501,555,kongsvinger
4,20-24 år,-536,457,kongsvinger
5,25-29 år,-544,451,kongsvinger
6,30-34 år,-475,457,kongsvinger
7,35-39 år,-439,439,kongsvinger
8,40-44 år,-530,492,kongsvinger
9,45-49 år,-612,655,kongsvinger
10,50-54 år,-666,698,kongsvinger
11,55-59 år,-617,615,kongsvinger
12,60-64 år,-574,640,kongsvinger
13,65-69 år,-586,635,kongsvinger
14,70-74 år,-595,662,kongsvinger
15,75-79 år,-373,474,kongsvinger
16,80-84 år,-210,270,kongsvinger
17,85-89 år,-121,190,kongsvinger
18,90-94 år,-37,95,kongsvinger
19,95-99 år,-6,25,kongsvinger
20,100 år eller eldre,0,1,kongsvinger
0,0-4 år,-741,683,hamar
1,5-9 år,-849,780,hamar
2,10-14 år,-980,818,hamar
3,15-19 år,-895,903,hamar
4,20-24 år,-1045,979,hamar
5,25-29 år,-1054,974,hamar
6,30-34 år,-955,921,hamar
7,35-39 år,-938,898,hamar
8,40-44 år,-971,981,hamar
9,45-49 år,-1017,1021,hamar
10,50-54 år,-1049,1041,hamar
11,55-59 år,-929,1035,hamar
12,60-64 år,-946,1053,hamar
13,65-69 år,-908,1009,hamar
14,70-74 år,-919,1023,hamar
15,75-79 år,-565,710,hamar
16,80-84 år,-328,467,hamar
17,85-89 år,-215,379,hamar
18,90-94 år,-95,193,hamar
19,95-99 år,-22,72,hamar
20,100 år eller eldre,-2,6,hamar
0,0-4 år,-934,787,ringsaker
1,5-9 år,-953,906,ringsaker
2,10-14 år,-1070,1027,ringsaker
3,15-19 år,-1073,1024,ringsaker
4,20-24 år,-1052,943,ringsaker
5,25-29 år,-1076,1052,ringsaker
6,30-34 år,-1086,1001,ringsaker
7,35-39 år,-1081,1012,ringsaker
8,40-44 år,-1087,1030,ringsaker
9,45-49 år,-1259,1239,ringsaker
10,50-54 år,-1290,1252,ringsaker
11,55-59 år,-1273,1195,ringsaker
12,60-64 år,-1123,1038,ringsaker
13,65-69 år,-976,990,ringsaker
14,70-74 år,-944,976,ringsaker
15,75-79 år,-632,714,ringsaker
16,80-84 år,-376,478,ringsaker
17,85-89 år,-204,321,ringsaker
18,90-94 år,-71,152,ringsaker
19,95-99 år,-15,46,ringsaker
20,100 år eller eldre,-1,9,ringsaker
0,0-4 år,-195,168,løten
1,5-9 år,-230,196,løten
2,10-14 år,-238,207,løten
3,15-19 år,-230,206,løten
4,20-24 år,-216,199,løten
5,25-29 år,-222,220,løten
6,30-34 år,-232,246,løten
7,35-39 år,-262,242,løten
8,40-44 år,-236,216,løten
9,45-49 år,-268,225,løten
10,50-54 år,-278,277,løten
11,55-59 år,-255,268,løten
12,60-64 år,-275,266,løten
13,65-69 år,-239,231,løten
14,70-74 år,-224,220,løten
15,75-79 år,-155,175,løten
16,80-84 år,-77,107,løten
17,85-89 år,-44,64,løten
18,90-94 år,-15,30,løten
19,95-99 år,-6,13,løten
20,100 år eller eldre,0,1,løten
0,0-4 år,-613,524,stange
1,5-9 år,-670,594,stange
2,10-14 år,-589,546,stange
3,15-19 år,-635,620,stange
4,20-24 år,-637,564,stange
5,25-29 år,-600,561,stange
6,30-34 år,-668,680,stange
7,35-39 år,-661,610,stange
8,40-44 år,-657,661,stange
9,45-49 år,-764,745,stange
10,50-54 år,-775,735,stange
11,55-59 år,-694,673,stange
12,60-64 år,-650,706,stange
13,65-69 år,-619,657,stange
14,70-74 år,-567,618,stange
15,75-79 år,-378,398,stange
16,80-84 år,-215,268,stange
17,85-89 år,-127,192,stange
18,90-94 år,-50,107,stange
19,95-99 år,-10,25,stange
20,100 år eller eldre,0,1,stange
0,0-4 år,-83,86,nord-odal
1,5-9 år,-106,104,nord-odal
2,10-14 år,-138,135,nord-odal
3,15-19 år,-156,136,nord-odal
4,20-24 år,-155,142,nord-odal
5,25-29 år,-119,99,nord-odal
6,30-34 år,-131,118,nord-odal
7,35-39 år,-108,120,nord-odal
8,40-44 år,-136,135,nord-odal
9,45-49 år,-192,193,nord-odal
10,50-54 år,-223,171,nord-odal
11,55-59 år,-203,176,nord-odal
12,60-64 år,-193,191,nord-odal
13,65-69 år,-171,182,nord-odal
14,70-74 år,-200,174,nord-odal
15,75-79 år,-112,116,nord-odal
16,80-84 år,-80,81,nord-odal
17,85-89 år,-39,66,nord-odal
18,90-94 år,-11,29,nord-odal
19,95-99 år,-2,4,nord-odal
20,100 år eller eldre,0,0,nord-odal
0,0-4 år,-197,164,sør-odal
1,5-9 år,-205,182,sør-odal
2,10-14 år,-200,219,sør-odal
3,15-19 år,-224,222,sør-odal
4,20-24 år,-233,217,sør-odal
5,25-29 år,-222,207,sør-odal
6,30-34 år,-218,199,sør-odal
7,35-39 år,-247,224,sør-odal
8,40-44 år,-212,250,sør-odal
9,45-49 år,-321,310,sør-odal
10,50-54 år,-319,312,sør-odal
11,55-59 år,-271,308,sør-odal
12,60-64 år,-280,285,sør-odal
13,65-69 år,-266,277,sør-odal
14,70-74 år,-266,218,sør-odal
15,75-79 år,-125,130,sør-odal
16,80-84 år,-73,109,sør-odal
17,85-89 år,-49,75,sør-odal
18,90-94 år,-22,31,sør-odal
19,95-99 år,-2,12,sør-odal
20,100 år eller eldre,0,2,sør-odal
0,0-4 år,-110,110,eidskog
1,5-9 år,-138,127,eidskog
2,10-14 år,-125,155,eidskog
3,15-19 år,-185,159,eidskog
4,20-24 år,-182,146,eidskog
5,25-29 år,-168,136,eidskog
6,30-34 år,-127,146,eidskog
7,35-39 år,-130,126,eidskog
8,40-44 år,-145,166,eidskog
9,45-49 år,-227,220,eidskog
10,50-54 år,-278,235,eidskog
11,55-59 år,-243,237,eidskog
12,60-64 år,-275,243,eidskog
13,65-69 år,-216,231,eidskog
14,70-74 år,-229,187,eidskog
15,75-79 år,-143,165,eidskog
16,80-84 år,-78,106,eidskog
17,85-89 år,-43,78,eidskog
18,90-94 år,-20,47,eidskog
19,95-99 år,-1,21,eidskog
20,100 år eller eldre,0,2,eidskog
0,0-4 år,-63,58,grue
1,5-9 år,-71,88,grue
2,10-14 år,-119,98,grue
3,15-19 år,-123,130,grue
4,20-24 år,-128,116,grue
5,25-29 år,-131,107,grue
6,30-34 år,-98,97,grue
7,35-39 år,-87,86,grue
8,40-44 år,-120,99,grue
9,45-49 år,-143,157,grue
10,50-54 år,-200,195,grue
11,55-59 år,-175,170,grue
12,60-64 år,-216,202,grue
13,65-69 år,-159,181,grue
14,70-74 år,-202,205,grue
15,75-79 år,-123,119,grue
16,80-84 år,-70,78,grue
17,85-89 år,-37,76,grue
18,90-94 år,-15,47,grue
19,95-99 år,-2,17,grue
20,100 år eller eldre,-1,3,grue
0,0-4 år,-135,126,åsnes
1,5-9 år,-156,163,åsnes
2,10-14 år,-175,169,åsnes
3,15-19 år,-213,200,åsnes
4,20-24 år,-197,159,åsnes
5,25-29 år,-192,162,åsnes
6,30-34 år,-164,168,åsnes
7,35-39 år,-195,149,åsnes
8,40-44 år,-178,204,åsnes
9,45-49 år,-276,260,åsnes
10,50-54 år,-282,280,åsnes
11,55-59 år,-249,252,åsnes
12,60-64 år,-273,280,åsnes
13,65-69 år,-265,275,åsnes
14,70-74 år,-275,258,åsnes
15,75-79 år,-195,181,åsnes
16,80-84 år,-114,149,åsnes
17,85-89 år,-61,86,åsnes
18,90-94 år,-24,43,åsnes
19,95-99 år,-4,14,åsnes
20,100 år eller eldre,0,2,åsnes
0,0-4 år,-67,70,våler (innlandet)
1,5-9 år,-71,88,våler (innlandet)
2,10-14 år,-78,83,våler (innlandet)
3,15-19 år,-116,80,våler (innlandet)
4,20-24 år,-111,72,våler (innlandet)
5,25-29 år,-81,74,våler (innlandet)
6,30-34 år,-92,77,våler (innlandet)
7,35-39 år,-79,79,våler (innlandet)
8,40-44 år,-97,101,våler (innlandet)
9,45-49 år,-125,137,våler (innlandet)
10,50-54 år,-169,147,våler (innlandet)
11,55-59 år,-152,132,våler (innlandet)
12,60-64 år,-139,143,våler (innlandet)
13,65-69 år,-137,142,våler (innlandet)
14,70-74 år,-148,155,våler (innlandet)
15,75-79 år,-89,85,våler (innlandet)
16,80-84 år,-59,70,våler (innlandet)
17,85-89 år,-28,40,våler (innlandet)
18,90-94 år,-12,23,våler (innlandet)
19,95-99 år,-4,10,våler (innlandet)
20,100 år eller eldre,0,0,våler (innlandet)
0,0-4 år,-552,503,elverum
1,5-9 år,-593,588,elverum
2,10-14 år,-647,628,elverum
3,15-19 år,-663,633,elverum
4,20-24 år,-698,675,elverum
5,25-29 år,-674,673,elverum
6,30-34 år,-647,640,elverum
7,35-39 år,-575,616,elverum
8,40-44 år,-642,683,elverum
9,45-49 år,-728,768,elverum
10,50-54 år,-758,738,elverum
11,55-59 år,-664,675,elverum
12,60-64 år,-621,653,elverum
13,65-69 år,-602,646,elverum
14,70-74 år,-579,647,elverum
15,75-79 år,-374,442,elverum
16,80-84 år,-209,296,elverum
17,85-89 år,-122,204,elverum
18,90-94 år,-51,101,elverum
19,95-99 år,-14,27,elverum
20,100 år eller eldre,-2,3,elverum
0,0-4 år,-166,129,trysil
1,5-9 år,-150,148,trysil
2,10-14 år,-185,162,trysil
3,15-19 år,-181,160,trysil
4,20-24 år,-187,163,trysil
5,25-29 år,-170,167,trysil
6,30-34 år,-185,172,trysil
7,35-39 år,-180,162,trysil
8,40-44 år,-198,168,trysil
9,45-49 år,-229,227,trysil
10,50-54 år,-266,234,trysil
11,55-59 år,-256,235,trysil
12,60-64 år,-216,235,trysil
13,65-69 år,-230,218,trysil
14,70-74 år,-242,232,trysil
15,75-79 år,-171,166,trysil
16,80-84 år,-107,101,trysil
17,85-89 år,-57,81,trysil
18,90-94 år,-28,47,trysil
19,95-99 år,-5,9,trysil
20,100 år eller eldre,0,2,trysil
0,0-4 år,-166,129,åmot
1,5-9 år,-150,148,åmot
2,10-14 år,-185,162,åmot
3,15-19 år,-181,160,åmot
4,20-24 år,-187,163,åmot
5,25-29 år,-170,167,åmot
6,30-34 år,-185,172,åmot
7,35-39 år,-180,162,åmot
8,40-44 år,-198,168,åmot
9,45-49 år,-229,227,åmot
10,50-54 år,-266,234,åmot
11,55-59 år,-256,235,åmot
12,60-64 år,-216,235,åmot
13,65-69 år,-230,218,åmot
14,70-74 år,-242,232,åmot
15,75-79 år,-171,166,åmot
16,80-84 år,-107,101,åmot
17,85-89 år,-57,81,åmot
18,90-94 år,-28,47,åmot
19,95-99 år,-5,9,åmot
20,100 år eller eldre,0,2,åmot
0,0-4 år,-37,49,stor-elvdal
1,5-9 år,-51,53,stor-elvdal
2,10-14 år,-48,66,stor-elvdal
3,15-19 år,-54,49,stor-elvdal
4,20-24 år,-63,58,stor-elvdal
5,25-29 år,-63,63,stor-elvdal
6,30-34 år,-55,56,stor-elvdal
7,35-39 år,-57,59,stor-elvdal
8,40-44 år,-76,57,stor-elvdal
9,45-49 år,-79,71,stor-elvdal
10,50-54 år,-90,79,stor-elvdal
11,55-59 år,-112,90,stor-elvdal
12,60-64 år,-108,103,stor-elvdal
13,65-69 år,-97,70,stor-elvdal
14,70-74 år,-99,91,stor-elvdal
15,75-79 år,-63,60,stor-elvdal
16,80-84 år,-45,62,stor-elvdal
17,85-89 år,-26,27,stor-elvdal
18,90-94 år,-13,14,stor-elvdal
19,95-99 år,-2,4,stor-elvdal
20,100 år eller eldre,0,0,stor-elvdal
0,0-4 år,-30,31,rendalen
1,5-9 år,-42,32,rendalen
2,10-14 år,-49,45,rendalen
3,15-19 år,-44,50,rendalen
4,20-24 år,-34,45,rendalen
5,25-29 år,-34,29,rendalen
6,30-34 år,-39,33,rendalen
7,35-39 år,-30,34,rendalen
8,40-44 år,-42,40,rendalen
9,45-49 år,-55,58,rendalen
10,50-54 år,-74,64,rendalen
11,55-59 år,-64,77,rendalen
12,60-64 år,-93,71,rendalen
13,65-69 år,-85,65,rendalen
14,70-74 år,-69,78,rendalen
15,75-79 år,-70,44,rendalen
16,80-84 år,-28,28,rendalen
17,85-89 år,-16,27,rendalen
18,90-94 år,-8,16,rendalen
19,95-99 år,-2,5,rendalen
20,100 år eller eldre,0,0,rendalen
0,0-4 år,-23,18,engerdal
1,5-9 år,-26,21,engerdal
2,10-14 år,-41,28,engerdal
3,15-19 år,-43,43,engerdal
4,20-24 år,-43,26,engerdal
5,25-29 år,-24,32,engerdal
6,30-34 år,-21,20,engerdal
7,35-39 år,-22,22,engerdal
8,40-44 år,-30,31,engerdal
9,45-49 år,-42,43,engerdal
10,50-54 år,-51,51,engerdal
11,55-59 år,-52,49,engerdal
12,60-64 år,-54,44,engerdal
13,65-69 år,-41,46,engerdal
14,70-74 år,-66,51,engerdal
15,75-79 år,-32,39,engerdal
16,80-84 år,-21,29,engerdal
17,85-89 år,-11,17,engerdal
18,90-94 år,-3,12,engerdal
19,95-99 år,0,0,engerdal
20,100 år eller eldre,0,0,engerdal
0,0-4 år,-44,36,tolga
1,5-9 år,-43,44,tolga
2,10-14 år,-68,40,tolga
3,15-19 år,-45,48,tolga
4,20-24 år,-53,50,tolga
5,25-29 år,-54,30,tolga
6,30-34 år,-51,42,tolga
7,35-39 år,-41,41,tolga
8,40-44 år,-39,25,tolga
9,45-49 år,-47,44,tolga
10,50-54 år,-57,49,tolga
11,55-59 år,-53,56,tolga
12,60-64 år,-61,60,tolga
13,65-69 år,-57,58,tolga
14,70-74 år,-38,33,tolga
15,75-79 år,-30,39,tolga
16,80-84 år,-16,29,tolga
17,85-89 år,-12,14,tolga
18,90-94 år,-5,7,tolga
19,95-99 år,0,3,tolga
20,100 år eller eldre,0,0,tolga
0,0-4 år,-124,99,tynset
1,5-9 år,-166,161,tynset
2,10-14 år,-188,173,tynset
3,15-19 år,-178,203,tynset
4,20-24 år,-193,175,tynset
5,25-29 år,-164,137,tynset
6,30-34 år,-143,157,tynset
7,35-39 år,-169,159,tynset
8,40-44 år,-140,143,tynset
9,45-49 år,-181,196,tynset
10,50-54 år,-201,189,tynset
11,55-59 år,-165,172,tynset
12,60-64 år,-205,206,tynset
13,65-69 år,-196,184,tynset
14,70-74 år,-156,135,tynset
15,75-79 år,-97,119,tynset
16,80-84 år,-70,74,tynset
17,85-89 år,-40,58,tynset
18,90-94 år,-14,33,tynset
19,95-99 år,-5,8,tynset
20,100 år eller eldre,0,2,tynset
0,0-4 år,-124,99,alvdal
1,5-9 år,-166,161,alvdal
2,10-14 år,-188,173,alvdal
3,15-19 år,-178,203,alvdal
4,20-24 år,-193,175,alvdal
5,25-29 år,-164,137,alvdal
6,30-34 år,-143,157,alvdal
7,35-39 år,-169,159,alvdal
8,40-44 år,-140,143,alvdal
9,45-49 år,-181,196,alvdal
10,50-54 år,-201,189,alvdal
11,55-59 år,-165,172,alvdal
12,60-64 år,-205,206,alvdal
13,65-69 år,-196,184,alvdal
14,70-74 år,-156,135,alvdal
15,75-79 år,-97,119,alvdal
16,80-84 år,-70,74,alvdal
17,85-89 år,-40,58,alvdal
18,90-94 år,-14,33,alvdal
19,95-99 år,-5,8,alvdal
20,100 år eller eldre,0,2,alvdal
0,0-4 år,-22,27,folldal
1,5-9 år,-36,41,folldal
2,10-14 år,-45,43,folldal
3,15-19 år,-52,32,folldal
4,20-24 år,-46,38,folldal
5,25-29 år,-36,20,folldal
6,30-34 år,-36,33,folldal
7,35-39 år,-29,30,folldal
8,40-44 år,-46,43,folldal
9,45-49 år,-54,53,folldal
10,50-54 år,-62,42,folldal
11,55-59 år,-49,60,folldal
12,60-64 år,-65,71,folldal
13,65-69 år,-47,48,folldal
14,70-74 år,-80,67,folldal
15,75-79 år,-48,34,folldal
16,80-84 år,-25,29,folldal
17,85-89 år,-12,21,folldal
18,90-94 år,-5,11,folldal
19,95-99 år,-3,4,folldal
20,100 år eller eldre,0,0,folldal
0,0-4 år,-33,30,os (innlandet)
1,5-9 år,-44,42,os (innlandet)
2,10-14 år,-45,46,os (innlandet)
3,15-19 år,-64,54,os (innlandet)
4,20-24 år,-73,58,os (innlandet)
5,25-29 år,-44,54,os (innlandet)
6,30-34 år,-50,34,os (innlandet)
7,35-39 år,-53,42,os (innlandet)
8,40-44 år,-53,41,os (innlandet)
9,45-49 år,-74,70,os (innlandet)
10,50-54 år,-71,75,os (innlandet)
11,55-59 år,-76,78,os (innlandet)
12,60-64 år,-68,64,os (innlandet)
13,65-69 år,-63,63,os (innlandet)
14,70-74 år,-71,58,os (innlandet)
15,75-79 år,-40,42,os (innlandet)
16,80-84 år,-30,29,os (innlandet)
17,85-89 år,-15,24,os (innlandet)
18,90-94 år,-7,12,os (innlandet)
19,95-99 år,0,1,os (innlandet)
20,100 år eller eldre,0,0,os (innlandet)
0,0-4 år,-646,656,lillehammer
1,5-9 år,-798,720,lillehammer
2,10-14 år,-837,763,lillehammer
3,15-19 år,-861,865,lillehammer
4,20-24 år,-1076,1127,lillehammer
5,25-29 år,-1021,920,lillehammer
6,30-34 år,-830,862,lillehammer
7,35-39 år,-789,775,lillehammer
8,40-44 år,-839,814,lillehammer
9,45-49 år,-906,953,lillehammer
10,50-54 år,-917,1019,lillehammer
11,55-59 år,-867,943,lillehammer
12,60-64 år,-882,882,lillehammer
13,65-69 år,-761,818,lillehammer
14,70-74 år,-732,832,lillehammer
15,75-79 år,-521,595,lillehammer
16,80-84 år,-330,422,lillehammer
17,85-89 år,-177,302,lillehammer
18,90-94 år,-58,160,lillehammer
19,95-99 år,-14,48,lillehammer
20,100 år eller eldre,-1,6,lillehammer
0,0-4 år,-705,636,gjøvik
1,5-9 år,-840,813,gjøvik
2,10-14 år,-917,806,gjøvik
3,15-19 år,-957,918,gjøvik
4,20-24 år,-1343,1020,gjøvik
5,25-29 år,-1073,877,gjøvik
6,30-34 år,-928,875,gjøvik
7,35-39 år,-913,885,gjøvik
8,40-44 år,-926,945,gjøvik
9,45-49 år,-1087,1035,gjøvik
10,50-54 år,-1037,1039,gjøvik
11,55-59 år,-1000,977,gjøvik
12,60-64 år,-909,974,gjøvik
13,65-69 år,-845,916,gjøvik
14,70-74 år,-804,870,gjøvik
15,75-79 år,-567,671,gjøvik
16,80-84 år,-284,433,gjøvik
17,85-89 år,-168,282,gjøvik
18,90-94 år,-65,162,gjøvik
19,95-99 år,-14,40,gjøvik
20,100 år eller eldre,-1,3,gjøvik
0,0-4 år,-56,60,dovre
1,5-9 år,-51,56,dovre
2,10-14 år,-68,52,dovre
3,15-19 år,-74,79,dovre
4,20-24 år,-87,64,dovre
5,25-29 år,-84,63,dovre
6,30-34 år,-75,56,dovre
7,35-39 år,-48,49,dovre
8,40-44 år,-59,51,dovre
9,45-49 år,-84,87,dovre
10,50-54 år,-105,93,dovre
11,55-59 år,-83,84,dovre
12,60-64 år,-88,101,dovre
13,65-69 år,-104,91,dovre
14,70-74 år,-78,96,dovre
15,75-79 år,-74,74,dovre
16,80-84 år,-35,50,dovre
17,85-89 år,-26,29,dovre
18,90-94 år,-12,18,dovre
19,95-99 år,-2,6,dovre
20,100 år eller eldre,0,1,dovre
0,0-4 år,-52,38,lesja
1,5-9 år,-56,54,lesja
2,10-14 år,-71,57,lesja
3,15-19 år,-79,49,lesja
4,20-24 år,-60,53,lesja
5,25-29 år,-45,45,lesja
6,30-34 år,-43,35,lesja
7,35-39 år,-45,46,lesja
8,40-44 år,-54,51,lesja
9,45-49 år,-70,64,lesja
10,50-54 år,-70,67,lesja
11,55-59 år,-67,69,lesja
12,60-64 år,-77,83,lesja
13,65-69 år,-81,65,lesja
14,70-74 år,-62,58,lesja
15,75-79 år,-42,37,lesja
16,80-84 år,-30,32,lesja
17,85-89 år,-14,20,lesja
18,90-94 år,-8,21,lesja
19,95-99 år,-1,3,lesja
20,100 år eller eldre,-1,0,lesja
0,0-4 år,-48,42,skjåk
1,5-9 år,-43,53,skjåk
2,10-14 år,-60,49,skjåk
3,15-19 år,-73,75,skjåk
4,20-24 år,-51,63,skjåk
5,25-29 år,-49,48,skjåk
6,30-34 år,-61,51,skjåk
7,35-39 år,-53,60,skjåk
8,40-44 år,-63,59,skjåk
9,45-49 år,-70,74,skjåk
10,50-54 år,-87,66,skjåk
11,55-59 år,-83,73,skjåk
12,60-64 år,-80,89,skjåk
13,65-69 år,-82,63,skjåk
14,70-74 år,-79,78,skjåk
15,75-79 år,-57,64,skjåk
16,80-84 år,-39,37,skjåk
17,85-89 år,-22,30,skjåk
18,90-94 år,-4,15,skjåk
19,95-99 år,0,4,skjåk
20,100 år eller eldre,0,0,skjåk
0,0-4 år,-50,43,lom
1,5-9 år,-63,49,lom
2,10-14 år,-55,52,lom
3,15-19 år,-77,66,lom
4,20-24 år,-60,53,lom
5,25-29 år,-68,48,lom
6,30-34 år,-56,53,lom
7,35-39 år,-63,58,lom
8,40-44 år,-55,56,lom
9,45-49 år,-73,72,lom
10,50-54 år,-86,69,lom
11,55-59 år,-87,81,lom
12,60-64 år,-99,91,lom
13,65-69 år,-84,74,lom
14,70-74 år,-71,71,lom
15,75-79 år,-53,49,lom
16,80-84 år,-33,38,lom
17,85-89 år,-19,27,lom
18,90-94 år,-11,13,lom
19,95-99 år,-1,1,lom
20,100 år eller eldre,0,0,lom
0,0-4 år,-75,69,vågå
1,5-9 år,-107,87,vågå
2,10-14 år,-105,113,vågå
3,15-19 år,-115,97,vågå
4,20-24 år,-109,113,vågå
5,25-29 år,-79,80,vågå
6,30-34 år,-79,75,vågå
7,35-39 år,-103,89,vågå
8,40-44 år,-118,108,vågå
9,45-49 år,-115,117,vågå
10,50-54 år,-119,121,vågå
11,55-59 år,-133,114,vågå
12,60-64 år,-132,122,vågå
13,65-69 år,-123,107,vågå
14,70-74 år,-103,138,vågå
