,Category,Menn,Kvinner,kommune
12,60-64 år,-5124,5207,trondheim
13,65-69 år,-4397,4741,trondheim
14,70-74 år,-3945,4341,trondheim
15,75-79 år,-2708,3026,trondheim
16,80-84 år,-1395,1962,trondheim
17,85-89 år,-803,1359,trondheim
18,90-94 år,-344,743,trondheim
19,95-99 år,-66,220,trondheim
20,100 år eller eldre,-1,25,trondheim
0,0-4 år,-624,554,steinkjer
1,5-9 år,-723,663,steinkjer
2,10-14 år,-795,714,steinkjer
3,15-19 år,-741,735,steinkjer
4,20-24 år,-778,704,steinkjer
5,25-29 år,-817,697,steinkjer
6,30-34 år,-709,662,steinkjer
7,35-39 år,-683,619,steinkjer
8,40-44 år,-664,654,steinkjer
9,45-49 år,-801,758,steinkjer
10,50-54 år,-847,848,steinkjer
11,55-59 år,-866,808,steinkjer
12,60-64 år,-825,756,steinkjer
13,65-69 år,-742,713,steinkjer
14,70-74 år,-693,714,steinkjer
15,75-79 år,-491,558,steinkjer
16,80-84 år,-297,374,steinkjer
17,85-89 år,-167,281,steinkjer
18,90-94 år,-76,142,steinkjer
19,95-99 år,-16,39,steinkjer
20,100 år eller eldre,-3,6,steinkjer
0,0-4 år,-370,363,namsos-naavmesjenjaelmie
1,5-9 år,-472,422,namsos-naavmesjenjaelmie
2,10-14 år,-512,447,namsos-naavmesjenjaelmie
3,15-19 år,-537,503,namsos-naavmesjenjaelmie
4,20-24 år,-528,514,namsos-naavmesjenjaelmie
5,25-29 år,-474,461,namsos-naavmesjenjaelmie
6,30-34 år,-445,407,namsos-naavmesjenjaelmie
7,35-39 år,-380,409,namsos-naavmesjenjaelmie
8,40-44 år,-401,414,namsos-naavmesjenjaelmie
9,45-49 år,-470,539,namsos-naavmesjenjaelmie
10,50-54 år,-543,531,namsos-naavmesjenjaelmie
11,55-59 år,-498,495,namsos-naavmesjenjaelmie
12,60-64 år,-463,460,namsos-naavmesjenjaelmie
13,65-69 år,-447,503,namsos-naavmesjenjaelmie
14,70-74 år,-439,398,namsos-naavmesjenjaelmie
15,75-79 år,-293,301,namsos-naavmesjenjaelmie
16,80-84 år,-167,208,namsos-naavmesjenjaelmie
17,85-89 år,-99,152,namsos-naavmesjenjaelmie
18,90-94 år,-38,95,namsos-naavmesjenjaelmie
19,95-99 år,-5,24,namsos-naavmesjenjaelmie
20,100 år eller eldre,0,3,namsos-naavmesjenjaelmie
0,0-4 år,-172,116,heim
1,5-9 år,-174,144,heim
2,10-14 år,-176,168,heim
3,15-19 år,-188,170,heim
4,20-24 år,-194,165,heim
5,25-29 år,-171,167,heim
6,30-34 år,-170,146,heim
7,35-39 år,-145,154,heim
8,40-44 år,-136,148,heim
9,45-49 år,-176,196,heim
10,50-54 år,-219,200,heim
11,55-59 år,-216,193,heim
12,60-64 år,-206,216,heim
13,65-69 år,-210,172,heim
14,70-74 år,-200,197,heim
15,75-79 år,-157,147,heim
16,80-84 år,-81,100,heim
17,85-89 år,-56,55,heim
18,90-94 år,-15,34,heim
19,95-99 år,-2,10,heim
20,100 år eller eldre,0,1,heim
0,0-4 år,-172,116,heim
1,5-9 år,-174,144,heim
2,10-14 år,-176,168,heim
3,15-19 år,-188,170,heim
4,20-24 år,-194,165,heim
5,25-29 år,-171,167,heim
6,30-34 år,-170,146,heim
7,35-39 år,-145,154,heim
8,40-44 år,-136,148,heim
9,45-49 år,-176,196,heim
10,50-54 år,-219,200,heim
11,55-59 år,-216,193,heim
12,60-64 år,-206,216,heim
13,65-69 år,-210,172,heim
14,70-74 år,-200,197,heim
15,75-79 år,-157,147,heim
16,80-84 år,-81,100,heim
17,85-89 år,-56,55,heim
18,90-94 år,-15,34,heim
19,95-99 år,-2,10,heim
20,100 år eller eldre,0,1,heim
0,0-4 år,-172,116,hitra
1,5-9 år,-174,144,hitra
2,10-14 år,-176,168,hitra
3,15-19 år,-188,170,hitra
4,20-24 år,-194,165,hitra
5,25-29 år,-171,167,hitra
6,30-34 år,-170,146,hitra
7,35-39 år,-145,154,hitra
8,40-44 år,-136,148,hitra
9,45-49 år,-176,196,hitra
10,50-54 år,-219,200,hitra
11,55-59 år,-216,193,hitra
12,60-64 år,-206,216,hitra
13,65-69 år,-210,172,hitra
14,70-74 år,-200,197,hitra
15,75-79 år,-157,147,hitra
16,80-84 år,-81,100,hitra
17,85-89 år,-56,55,hitra
18,90-94 år,-15,34,hitra
19,95-99 år,-2,10,hitra
20,100 år eller eldre,0,1,hitra
0,0-4 år,-440,421,orkland
1,5-9 år,-575,509,orkland
2,10-14 år,-597,570,orkland
3,15-19 år,-585,491,orkland
4,20-24 år,-551,489,orkland
5,25-29 år,-540,485,orkland
6,30-34 år,-538,542,orkland
7,35-39 år,-560,520,orkland
8,40-44 år,-515,493,orkland
9,45-49 år,-597,591,orkland
10,50-54 år,-659,616,orkland
11,55-59 år,-609,609,orkland
12,60-64 år,-630,610,orkland
13,65-69 år,-577,545,orkland
14,70-74 år,-532,529,orkland
15,75-79 år,-340,354,orkland
16,80-84 år,-208,256,orkland
17,85-89 år,-136,189,orkland
18,90-94 år,-42,115,orkland
19,95-99 år,-13,32,orkland
20,100 år eller eldre,0,7,orkland
0,0-4 år,-144,112,hitra
1,5-9 år,-117,121,hitra
2,10-14 år,-148,114,hitra
3,15-19 år,-159,130,hitra
4,20-24 år,-164,129,hitra
5,25-29 år,-182,172,hitra
6,30-34 år,-170,172,hitra
7,35-39 år,-174,133,hitra
8,40-44 år,-177,157,hitra
9,45-49 år,-192,152,hitra
10,50-54 år,-184,176,hitra
11,55-59 år,-179,140,hitra
12,60-64 år,-169,143,hitra
13,65-69 år,-129,135,hitra
14,70-74 år,-168,144,hitra
15,75-79 år,-106,103,hitra
16,80-84 år,-61,67,hitra
17,85-89 år,-33,56,hitra
18,90-94 år,-10,17,hitra
19,95-99 år,-6,4,hitra
20,100 år eller eldre,0,1,hitra
0,0-4 år,-150,145,frøya
1,5-9 år,-144,164,frøya
2,10-14 år,-141,124,frøya
3,15-19 år,-123,123,frøya
4,20-24 år,-169,171,frøya
5,25-29 år,-206,191,frøya
6,30-34 år,-243,194,frøya
7,35-39 år,-202,158,frøya
8,40-44 år,-178,162,frøya
9,45-49 år,-185,162,frøya
10,50-54 år,-192,140,frøya
11,55-59 år,-185,150,frøya
12,60-64 år,-162,134,frøya
13,65-69 år,-133,107,frøya
14,70-74 år,-124,96,frøya
15,75-79 år,-75,88,frøya
16,80-84 år,-46,62,frøya
17,85-89 år,-33,41,frøya
18,90-94 år,-12,25,frøya
19,95-99 år,-1,8,frøya
20,100 år eller eldre,0,2,frøya
0,0-4 år,-293,279,ørland
1,5-9 år,-332,299,ørland
2,10-14 år,-294,278,ørland
3,15-19 år,-297,292,ørland
4,20-24 år,-330,292,ørland
5,25-29 år,-363,338,ørland
6,30-34 år,-371,322,ørland
7,35-39 år,-262,253,ørland
8,40-44 år,-252,261,ørland
9,45-49 år,-327,319,ørland
10,50-54 år,-400,369,ørland
11,55-59 år,-368,334,ørland
12,60-64 år,-324,329,ørland
13,65-69 år,-300,301,ørland
14,70-74 år,-279,245,ørland
15,75-79 år,-210,248,ørland
16,80-84 år,-147,158,ørland
17,85-89 år,-66,97,ørland
18,90-94 år,-18,57,ørland
19,95-99 år,-6,9,ørland
20,100 år eller eldre,0,4,ørland
0,0-4 år,-440,421,orkland
1,5-9 år,-575,509,orkland
2,10-14 år,-597,570,orkland
3,15-19 år,-585,491,orkland
4,20-24 år,-551,489,orkland
5,25-29 år,-540,485,orkland
6,30-34 år,-538,542,orkland
7,35-39 år,-560,520,orkland
8,40-44 år,-515,493,orkland
9,45-49 år,-597,591,orkland
10,50-54 år,-659,616,orkland
11,55-59 år,-609,609,orkland
12,60-64 år,-630,610,orkland
13,65-69 år,-577,545,orkland
14,70-74 år,-532,529,orkland
15,75-79 år,-340,354,orkland
16,80-84 år,-208,256,orkland
17,85-89 år,-136,189,orkland
18,90-94 år,-42,115,orkland
19,95-99 år,-13,32,orkland
20,100 år eller eldre,0,7,orkland
0,0-4 år,-293,279,ørland
1,5-9 år,-332,299,ørland
2,10-14 år,-294,278,ørland
3,15-19 år,-297,292,ørland
4,20-24 år,-330,292,ørland
5,25-29 år,-363,338,ørland
6,30-34 år,-371,322,ørland
7,35-39 år,-262,253,ørland
8,40-44 år,-252,261,ørland
9,45-49 år,-327,319,ørland
10,50-54 år,-400,369,ørland
11,55-59 år,-368,334,ørland
12,60-64 år,-324,329,ørland
13,65-69 år,-300,301,ørland
14,70-74 år,-279,245,ørland
15,75-79 år,-210,248,ørland
16,80-84 år,-147,158,ørland
17,85-89 år,-66,97,ørland
18,90-94 år,-18,57,ørland
19,95-99 år,-6,9,ørland
20,100 år eller eldre,0,4,ørland
0,0-4 år,-123,126,åfjord
1,5-9 år,-108,88,åfjord
2,10-14 år,-104,95,åfjord
3,15-19 år,-136,117,åfjord
4,20-24 år,-146,140,åfjord
5,25-29 år,-152,119,åfjord
6,30-34 år,-110,92,åfjord
7,35-39 år,-79,68,åfjord
8,40-44 år,-87,111,åfjord
9,45-49 år,-138,153,åfjord
10,50-54 år,-186,161,åfjord
11,55-59 år,-160,128,åfjord
12,60-64 år,-147,141,åfjord
13,65-69 år,-153,136,åfjord
14,70-74 år,-140,135,åfjord
15,75-79 år,-112,103,åfjord
16,80-84 år,-54,81,åfjord
17,85-89 år,-45,58,åfjord
18,90-94 år,-15,25,åfjord
19,95-99 år,-4,10,åfjord
20,100 år eller eldre,0,2,åfjord
0,0-4 år,-123,126,åfjord
1,5-9 år,-108,88,åfjord
2,10-14 år,-104,95,åfjord
3,15-19 år,-136,117,åfjord
4,20-24 år,-146,140,åfjord
5,25-29 år,-152,119,åfjord
6,30-34 år,-110,92,åfjord
7,35-39 år,-79,68,åfjord
8,40-44 år,-87,111,åfjord
9,45-49 år,-138,153,åfjord
10,50-54 år,-186,161,åfjord
11,55-59 år,-160,128,åfjord
12,60-64 år,-147,141,åfjord
13,65-69 år,-153,136,åfjord
14,70-74 år,-140,135,åfjord
15,75-79 år,-112,103,åfjord
16,80-84 år,-54,81,åfjord
17,85-89 år,-45,58,åfjord
18,90-94 år,-15,25,åfjord
19,95-99 år,-4,10,åfjord
20,100 år eller eldre,0,2,åfjord
0,0-4 år,-21,13,osen
1,5-9 år,-25,14,osen
2,10-14 år,-32,23,osen
3,15-19 år,-18,25,osen
4,20-24 år,-27,36,osen
5,25-29 år,-28,18,osen
6,30-34 år,-25,12,osen
7,35-39 år,-19,19,osen
8,40-44 år,-23,29,osen
9,45-49 år,-29,27,osen
10,50-54 år,-33,23,osen
11,55-59 år,-34,33,osen
12,60-64 år,-44,41,osen
13,65-69 år,-38,28,osen
14,70-74 år,-47,37,osen
15,75-79 år,-31,24,osen
16,80-84 år,-15,15,osen
17,85-89 år,-14,13,osen
18,90-94 år,-5,5,osen
19,95-99 år,-1,4,osen
20,100 år eller eldre,0,0,osen
0,0-4 år,-183,169,oppdal
1,5-9 år,-220,202,oppdal
2,10-14 år,-196,201,oppdal
3,15-19 år,-230,223,oppdal
4,20-24 år,-229,174,oppdal
5,25-29 år,-189,191,oppdal
6,30-34 år,-200,184,oppdal
7,35-39 år,-207,179,oppdal
8,40-44 år,-198,184,oppdal
9,45-49 år,-229,252,oppdal
10,50-54 år,-275,238,oppdal
11,55-59 år,-223,214,oppdal
12,60-64 år,-242,238,oppdal
13,65-69 år,-211,210,oppdal
14,70-74 år,-191,244,oppdal
15,75-79 år,-152,152,oppdal
16,80-84 år,-83,104,oppdal
17,85-89 år,-44,72,oppdal
18,90-94 år,-12,43,oppdal
19,95-99 år,-4,7,oppdal
20,100 år eller eldre,0,2,oppdal
0,0-4 år,-183,169,rennebu
1,5-9 år,-220,202,rennebu
2,10-14 år,-196,201,rennebu
3,15-19 år,-230,223,rennebu
4,20-24 år,-229,174,rennebu
5,25-29 år,-189,191,rennebu
6,30-34 år,-200,184,rennebu
7,35-39 år,-207,179,rennebu
8,40-44 år,-198,184,rennebu
9,45-49 år,-229,252,rennebu
10,50-54 år,-275,238,rennebu
11,55-59 år,-223,214,rennebu
12,60-64 år,-242,238,rennebu
13,65-69 år,-211,210,rennebu
14,70-74 år,-191,244,rennebu
15,75-79 år,-152,152,rennebu
16,80-84 år,-83,104,rennebu
17,85-89 år,-44,72,rennebu
18,90-94 år,-12,43,rennebu
19,95-99 år,-4,7,rennebu
20,100 år eller eldre,0,2,rennebu
0,0-4 år,-440,421,orkland
1,5-9 år,-575,509,orkland
2,10-14 år,-597,570,orkland
3,15-19 år,-585,491,orkland
4,20-24 år,-551,489,orkland
5,25-29 år,-540,485,orkland
6,30-34 år,-538,542,orkland
7,35-39 år,-560,520,orkland
8,40-44 år,-515,493,orkland
9,45-49 år,-597,591,orkland
10,50-54 år,-659,616,orkland
11,55-59 år,-609,609,orkland
12,60-64 år,-630,610,orkland
13,65-69 år,-577,545,orkland
14,70-74 år,-532,529,orkland
15,75-79 år,-340,354,orkland
16,80-84 år,-208,256,orkland
17,85-89 år,-136,189,orkland
18,90-94 år,-42,115,orkland
19,95-99 år,-13,32,orkland
20,100 år eller eldre,0,7,orkland
0,0-4 år,-440,421,orkland
1,5-9 år,-575,509,orkland
2,10-14 år,-597,570,orkland
3,15-19 år,-585,491,orkland
4,20-24 år,-551,489,orkland
5,25-29 år,-540,485,orkland
6,30-34 år,-538,542,orkland
7,35-39 år,-560,520,orkland
8,40-44 år,-515,493,orkland
9,45-49 år,-597,591,orkland
10,50-54 år,-659,616,orkland
11,55-59 år,-609,609,orkland
12,60-64 år,-630,610,orkland
13,65-69 år,-577,545,orkland
14,70-74 år,-532,529,orkland
15,75-79 år,-340,354,orkland
16,80-84 år,-208,256,orkland
17,85-89 år,-136,189,orkland
18,90-94 år,-42,115,orkland
19,95-99 år,-13,32,orkland
20,100 år eller eldre,0,7,orkland
0,0-4 år,-126,113,røros
1,5-9 år,-118,121,røros
2,10-14 år,-161,146,røros
3,15-19 år,-148,164,røros
4,20-24 år,-143,174,røros
5,25-29 år,-174,147,røros
6,30-34 år,-156,148,røros
7,35-39 år,-155,145,røros
8,40-44 år,-132,149,røros
9,45-49 år,-183,183,røros
10,50-54 år,-206,207,røros
11,55-59 år,-159,200,røros
12,60-64 år,-216,211,røros
13,65-69 år,-195,218,røros
14,70-74 år,-197,181,røros
15,75-79 år,-141,145,røros
16,80-84 år,-71,77,røros
17,85-89 år,-49,64,røros
18,90-94 år,-10,34,røros
19,95-99 år,-2,11,røros
20,100 år eller eldre,0,1,røros
0,0-4 år,-27,41,holtålen
1,5-9 år,-31,57,holtålen
2,10-14 år,-58,68,holtålen
3,15-19 år,-50,55,holtålen
4,20-24 år,-68,61,holtålen
5,25-29 år,-60,48,holtålen
6,30-34 år,-46,39,holtålen
7,35-39 år,-42,55,holtålen
8,40-44 år,-51,41,holtålen
9,45-49 år,-71,53,holtålen
10,50-54 år,-79,71,holtålen
11,55-59 år,-78,59,holtålen
12,60-64 år,-72,67,holtålen
13,65-69 år,-72,74,holtålen
14,70-74 år,-73,61,holtålen
15,75-79 år,-58,65,holtålen
16,80-84 år,-38,39,holtålen
17,85-89 år,-14,19,holtålen
18,90-94 år,-6,8,holtålen
19,95-99 år,0,4,holtålen
20,100 år eller eldre,0,2,holtålen
0,0-4 år,-176,181,midtre gauldal
1,5-9 år,-175,183,midtre gauldal
2,10-14 år,-164,173,midtre gauldal
3,15-19 år,-184,153,midtre gauldal
4,20-24 år,-214,178,midtre gauldal
5,25-29 år,-190,196,midtre gauldal
6,30-34 år,-227,199,midtre gauldal
7,35-39 år,-176,186,midtre gauldal
8,40-44 år,-175,158,midtre gauldal
9,45-49 år,-228,197,midtre gauldal
10,50-54 år,-242,240,midtre gauldal
11,55-59 år,-210,213,midtre gauldal
12,60-64 år,-193,154,midtre gauldal
13,65-69 år,-175,165,midtre gauldal
14,70-74 år,-166,166,midtre gauldal
15,75-79 år,-127,123,midtre gauldal
16,80-84 år,-61,95,midtre gauldal
17,85-89 år,-51,71,midtre gauldal
18,90-94 år,-17,44,midtre gauldal
19,95-99 år,-5,7,midtre gauldal
20,100 år eller eldre,0,0,midtre gauldal
0,0-4 år,-504,457,melhus
1,5-9 år,-584,521,melhus
2,10-14 år,-569,542,melhus
3,15-19 år,-570,561,melhus
4,20-24 år,-554,446,melhus
5,25-29 år,-493,536,melhus
6,30-34 år,-510,516,melhus
7,35-39 år,-540,553,melhus
8,40-44 år,-579,526,melhus
9,45-49 år,-648,583,melhus
10,50-54 år,-592,567,melhus
11,55-59 år,-529,468,melhus
12,60-64 år,-457,432,melhus
13,65-69 år,-417,390,melhus
14,70-74 år,-378,392,melhus
15,75-79 år,-302,312,melhus
16,80-84 år,-155,178,melhus
17,85-89 år,-83,161,melhus
18,90-94 år,-30,72,melhus
19,95-99 år,-4,20,melhus
20,100 år eller eldre,0,2,melhus
0,0-4 år,-504,457,skaun
1,5-9 år,-584,521,skaun
2,10-14 år,-569,542,skaun
3,15-19 år,-570,561,skaun
4,20-24 år,-554,446,skaun
5,25-29 år,-493,536,skaun
6,30-34 år,-510,516,skaun
7,35-39 år,-540,553,skaun
8,40-44 år,-579,526,skaun
9,45-49 år,-648,583,skaun
10,50-54 år,-592,567,skaun
11,55-59 år,-529,468,skaun
12,60-64 år,-457,432,skaun
13,65-69 år,-417,390,skaun
14,70-74 år,-378,392,skaun
15,75-79 år,-302,312,skaun
16,80-84 år,-155,178,skaun
17,85-89 år,-83,161,skaun
18,90-94 år,-30,72,skaun
19,95-99 år,-4,20,skaun
20,100 år eller eldre,0,2,skaun
0,0-4 år,-5809,5461,trondheim
1,5-9 år,-5875,5703,trondheim
2,10-14 år,-5929,5532,trondheim
3,15-19 år,-5840,5392,trondheim
4,20-24 år,-9210,8443,trondheim
5,25-29 år,-10475,9088,trondheim
6,30-34 år,-8937,7809,trondheim
7,35-39 år,-7513,6969,trondheim
8,40-44 år,-6899,6219,trondheim
9,45-49 år,-6893,6542,trondheim
10,50-54 år,-6630,6414,trondheim
11,55-59 år,-5568,5606,trondheim
12,60-64 år,-5124,5207,trondheim
13,65-69 år,-4397,4741,trondheim
14,70-74 år,-3945,4341,trondheim
15,75-79 år,-2708,3026,trondheim
16,80-84 år,-1395,1962,trondheim
17,85-89 år,-803,1359,trondheim
18,90-94 år,-344,743,trondheim
19,95-99 år,-66,220,trondheim
20,100 år eller eldre,-1,25,trondheim
0,0-4 år,-481,395,malvik
1,5-9 år,-531,479,malvik
2,10-14 år,-517,474,malvik
3,15-19 år,-488,486,malvik
4,20-24 år,-422,372,malvik
5,25-29 år,-364,363,malvik
6,30-34 år,-461,484,malvik
7,35-39 år,-459,479,malvik
8,40-44 år,-527,491,malvik
9,45-49 år,-605,554,malvik
10,50-54 år,-563,539,malvik
11,55-59 år,-419,429,malvik
12,60-64 år,-391,349,malvik
13,65-69 år,-327,298,malvik
14,70-74 år,-286,289,malvik
15,75-79 år,-173,192,malvik
16,80-84 år,-130,135,malvik
17,85-89 år,-46,71,malvik
18,90-94 år,-20,44,malvik
19,95-99 år,-2,11,malvik
20,100 år eller eldre,0,2,malvik
0,0-4 år,-95,108,selbu
1,5-9 år,-102,93,selbu
2,10-14 år,-123,132,selbu
3,15-19 år,-132,123,selbu
4,20-24 år,-114,98,selbu
5,25-29 år,-112,96,selbu
6,30-34 år,-118,106,selbu
7,35-39 år,-115,111,selbu
8,40-44 år,-123,106,selbu
9,45-49 år,-148,132,selbu
10,50-54 år,-142,129,selbu
11,55-59 år,-155,141,selbu
12,60-64 år,-142,136,selbu
13,65-69 år,-127,114,selbu
14,70-74 år,-117,128,selbu
15,75-79 år,-88,81,selbu
16,80-84 år,-69,72,selbu
17,85-89 år,-30,44,selbu
18,90-94 år,-14,24,selbu
19,95-99 år,-5,16,selbu
20,100 år eller eldre,-1,0,selbu
0,0-4 år,-95,108,tydal
1,5-9 år,-102,93,tydal
2,10-14 år,-123,132,tydal
3,15-19 år,-132,123,tydal
4,20-24 år,-114,98,tydal
5,25-29 år,-112,96,tydal
6,30-34 år,-118,106,tydal
7,35-39 år,-115,111,tydal
8,40-44 år,-123,106,tydal
9,45-49 år,-148,132,tydal
10,50-54 år,-142,129,tydal
11,55-59 år,-155,141,tydal
12,60-64 år,-142,136,tydal
13,65-69 år,-127,114,tydal
14,70-74 år,-117,128,tydal
15,75-79 år,-88,81,tydal
16,80-84 år,-69,72,tydal
17,85-89 år,-30,44,tydal
18,90-94 år,-14,24,tydal
19,95-99 år,-5,16,tydal
20,100 år eller eldre,-1,0,tydal
0,0-4 år,-60,49,meråker
1,5-9 år,-75,59,meråker
2,10-14 år,-63,62,meråker
3,15-19 år,-77,58,meråker
4,20-24 år,-59,70,meråker
5,25-29 år,-52,58,meråker
6,30-34 år,-65,63,meråker
7,35-39 år,-62,67,meråker
8,40-44 år,-66,71,meråker
9,45-49 år,-101,67,meråker
10,50-54 år,-93,93,meråker
11,55-59 år,-88,91,meråker
12,60-64 år,-81,79,meråker
13,65-69 år,-89,89,meråker
14,70-74 år,-92,63,meråker
15,75-79 år,-53,54,meråker
16,80-84 år,-28,38,meråker
17,85-89 år,-12,29,meråker
18,90-94 år,-14,23,meråker
19,95-99 år,-2,7,meråker
20,100 år eller eldre,0,0,meråker
0,0-4 år,-689,598,stjørdal
1,5-9 år,-776,724,stjørdal
2,10-14 år,-824,816,stjørdal
3,15-19 år,-852,766,stjørdal
4,20-24 år,-838,721,stjørdal
5,25-29 år,-718,669,stjørdal
6,30-34 år,-711,720,stjørdal
7,35-39 år,-701,712,stjørdal
8,40-44 år,-752,720,stjørdal
9,45-49 år,-902,879,stjørdal
10,50-54 år,-905,824,stjørdal
11,55-59 år,-748,741,stjørdal
12,60-64 år,-670,698,stjørdal
13,65-69 år,-656,633,stjørdal
14,70-74 år,-631,641,stjørdal
15,75-79 år,-434,453,stjørdal
16,80-84 år,-240,289,stjørdal
17,85-89 år,-113,197,stjørdal
18,90-94 år,-41,96,stjørdal
19,95-99 år,-10,30,stjørdal
20,100 år eller eldre,0,7,stjørdal
0,0-4 år,-63,64,frosta
1,5-9 år,-61,85,frosta
2,10-14 år,-84,73,frosta
3,15-19 år,-89,80,frosta
4,20-24 år,-80,84,frosta
5,25-29 år,-58,71,frosta
6,30-34 år,-71,68,frosta
7,35-39 år,-84,69,frosta
8,40-44 år,-58,79,frosta
9,45-49 år,-106,77,frosta
10,50-54 år,-89,82,frosta
11,55-59 år,-92,91,frosta
12,60-64 år,-95,92,frosta
13,65-69 år,-71,68,frosta
14,70-74 år,-93,78,frosta
15,75-79 år,-39,63,frosta
16,80-84 år,-41,47,frosta
17,85-89 år,-22,31,frosta
18,90-94 år,-7,10,frosta
19,95-99 år,-2,10,frosta
20,100 år eller eldre,0,0,frosta
0,0-4 år,-579,576,levanger
1,5-9 år,-616,605,levanger
2,10-14 år,-657,663,levanger
3,15-19 år,-649,618,levanger
4,20-24 år,-705,611,levanger
5,25-29 år,-641,690,levanger
6,30-34 år,-641,603,levanger
7,35-39 år,-605,595,levanger
8,40-44 år,-570,561,levanger
9,45-49 år,-587,621,levanger
10,50-54 år,-701,734,levanger
11,55-59 år,-677,609,levanger
12,60-64 år,-627,614,levanger
13,65-69 år,-561,577,levanger
14,70-74 år,-492,527,levanger
15,75-79 år,-351,389,levanger
16,80-84 år,-208,248,levanger
17,85-89 år,-121,187,levanger
18,90-94 år,-41,75,levanger
19,95-99 år,-11,19,levanger
20,100 år eller eldre,0,2,levanger
0,0-4 år,-392,337,verdal
1,5-9 år,-435,426,verdal
2,10-14 år,-489,449,verdal
3,15-19 år,-477,477,verdal
4,20-24 år,-565,457,verdal
5,25-29 år,-465,411,verdal
6,30-34 år,-421,434,verdal
7,35-39 år,-444,425,verdal
8,40-44 år,-427,426,verdal
9,45-49 år,-545,500,verdal
10,50-54 år,-564,504,verdal
11,55-59 år,-444,459,verdal
12,60-64 år,-470,437,verdal
13,65-69 år,-457,466,verdal
14,70-74 år,-425,480,verdal
15,75-79 år,-294,302,verdal
16,80-84 år,-145,191,verdal
17,85-89 år,-79,102,verdal
18,90-94 år,-33,64,verdal
19,95-99 år,-8,21,verdal
20,100 år eller eldre,0,1,verdal
0,0-4 år,-624,554,steinkjer
1,5-9 år,-723,663,steinkjer
2,10-14 år,-795,714,steinkjer
3,15-19 år,-741,735,steinkjer
4,20-24 år,-778,704,steinkjer
5,25-29 år,-817,697,steinkjer
6,30-34 år,-709,662,steinkjer
7,35-39 år,-683,619,steinkjer
8,40-44 år,-664,654,steinkjer
9,45-49 år,-801,758,steinkjer
10,50-54 år,-847,848,steinkjer
11,55-59 år,-866,808,steinkjer
12,60-64 år,-825,756,steinkjer
13,65-69 år,-742,713,steinkjer
14,70-74 år,-693,714,steinkjer
15,75-79 år,-491,558,steinkjer
16,80-84 år,-297,374,steinkjer
17,85-89 år,-167,281,steinkjer
18,90-94 år,-76,142,steinkjer
19,95-99 år,-16,39,steinkjer
20,100 år eller eldre,-3,6,steinkjer
0,0-4 år,-624,554,namsos-naavmesjenjaelmie
1,5-9 år,-723,663,namsos-naavmesjenjaelmie
2,10-14 år,-795,714,namsos-naavmesjenjaelmie
3,15-19 år,-741,735,namsos-naavmesjenjaelmie
4,20-24 år,-778,704,namsos-naavmesjenjaelmie
5,25-29 år,-817,697,namsos-naavmesjenjaelmie
6,30-34 år,-709,662,namsos-naavmesjenjaelmie
7,35-39 år,-683,619,namsos-naavmesjenjaelmie
8,40-44 år,-664,654,namsos-naavmesjenjaelmie
9,45-49 år,-801,758,namsos-naavmesjenjaelmie
10,50-54 år,-847,848,namsos-naavmesjenjaelmie
11,55-59 år,-866,808,namsos-naavmesjenjaelmie
12,60-64 år,-825,756,namsos-naavmesjenjaelmie
13,65-69 år,-742,713,namsos-naavmesjenjaelmie
14,70-74 år,-693,714,namsos-naavmesjenjaelmie
15,75-79 år,-491,558,namsos-naavmesjenjaelmie
16,80-84 år,-297,374,namsos-naavmesjenjaelmie
17,85-89 år,-167,281,namsos-naavmesjenjaelmie
18,90-94 år,-76,142,namsos-naavmesjenjaelmie
19,95-99 år,-16,39,namsos-naavmesjenjaelmie
20,100 år eller eldre,-3,6,namsos-naavmesjenjaelmie
0,0-4 år,-47,46,snaase-snasa
1,5-9 år,-60,50,snaase-snasa
2,10-14 år,-65,69,snaase-snasa
3,15-19 år,-71,61,snaase-snasa
4,20-24 år,-62,65,snaase-snasa
5,25-29 år,-54,45,snaase-snasa
6,30-34 år,-51,46,snaase-snasa
7,35-39 år,-57,48,snaase-snasa
8,40-44 år,-48,53,snaase-snasa
9,45-49 år,-51,57,snaase-snasa
10,50-54 år,-73,75,snaase-snasa
11,55-59 år,-76,85,snaase-snasa
12,60-64 år,-76,68,snaase-snasa
13,65-69 år,-66,59,snaase-snasa
14,70-74 år,-68,59,snaase-snasa
15,75-79 år,-59,50,snaase-snasa
16,80-84 år,-28,51,snaase-snasa
17,85-89 år,-22,19,snaase-snasa
18,90-94 år,-4,14,snaase-snasa
19,95-99 år,-1,4,snaase-snasa
20,100 år eller eldre,0,0,snaase-snasa
0,0-4 år,-24,26,lierne
1,5-9 år,-38,35,lierne
2,10-14 år,-34,31,lierne
3,15-19 år,-64,45,lierne
4,20-24 år,-39,29,lierne
5,25-29 år,-27,25,lierne
6,30-34 år,-39,32,lierne
7,35-39 år,-30,31,lierne
8,40-44 år,-34,36,lierne
9,45-49 år,-47,46,lierne
10,50-54 år,-51,39,lierne
11,55-59 år,-46,44,lierne
12,60-64 år,-48,48,lierne
13,65-69 år,-62,49,lierne
14,70-74 år,-51,46,lierne
15,75-79 år,-33,32,lierne
16,80-84 år,-15,28,lierne
17,85-89 år,-11,24,lierne
18,90-94 år,-4,9,lierne
19,95-99 år,0,3,lierne
